station_name,province,year,month,date,mean_max_temp,mean_min_temp,mean_temp,extr_max_temp,extr_min_temp,total_precip
Toronto,Ontario,1840,1,1840-01-01,NA,NA,NA,NA,NA,NA
Toronto,Ontario,1840,2,1840-02-01,NA,NA,NA,NA,NA,NA
Toronto,Ontario,1840,3,1840-03-01,5.2,-2.9,1.2,NA,NA,NA
Toronto,Ontario,1840,4,1840-04-01,11.1,2.3,6.7,NA,NA,NA
Toronto,Ontario,1840,5,1840-05-01,17.2,7.6,12.4,24.4,-0.6,105.7
Toronto,Ontario,1840,6,1840-06-01,20.7,10.8,15.8,26.7,2.8,123.4
Toronto,Ontario,1840,7,1840-07-01,24.4,14.5,19.5,27.8,8.3,134.4
Toronto,Ontario,1840,8,1840-08-01,23.8,14.1,19,27.8,8.9,73.9
Toronto,Ontario,1840,9,1840-09-01,17.9,7.2,12.6,NA,NA,NA
Toronto,Ontario,1840,10,1840-10-01,12.6,2.2,7.4,22.8,-5,48
Toronto,Ontario,1840,11,1840-11-01,5.6,-1.5,2.1,13.9,-9.4,NA
Toronto,Ontario,1840,12,1840-12-01,-1,-8.8,-4.9,5.6,-22.8,NA
Toronto,Ontario,1841,1,1841-01-01,-0.6,-8.3,-4.5,5.6,-21.1,NA
Toronto,Ontario,1841,2,1841-02-01,-1.2,-9.7,-5.5,6.7,-18.3,NA
Toronto,Ontario,1841,3,1841-03-01,2.2,-6.7,-2.3,12.8,-16.7,NA
Toronto,Ontario,1841,4,1841-04-01,8.8,-0.2,4.3,18.3,-6.7,NA
Toronto,Ontario,1841,5,1841-05-01,16.6,5.3,11,25.6,-2.8,59.4
Toronto,Ontario,1841,6,1841-06-01,25.3,13.4,19.4,33.9,7.2,39.1
Toronto,Ontario,1841,7,1841-07-01,25.8,12.6,19.2,31.7,4.4,206.8
Toronto,Ontario,1841,8,1841-08-01,24.2,13.1,18.7,29.4,7.8,156.7
Toronto,Ontario,1841,9,1841-09-01,20.5,11.7,16.1,26.7,1.1,84.6
Toronto,Ontario,1841,10,1841-10-01,10.1,1.3,5.7,15.6,-6.1,NA
Toronto,Ontario,1841,11,1841-11-01,4.7,-2.2,1.3,17.8,-12.8,NA
Toronto,Ontario,1841,12,1841-12-01,1.1,-5.1,-2,7.8,-16.1,NA
Toronto,Ontario,1842,1,1842-01-01,1.9,-7.6,-2.9,9.4,-16.7,NA
Toronto,Ontario,1842,2,1842-02-01,1.8,-6.1,-2.2,10,-16.1,NA
Toronto,Ontario,1842,3,1842-03-01,7.1,-1.7,2.7,21.1,-9.4,NA
Toronto,Ontario,1842,4,1842-04-01,11.7,2.2,7,32.2,-2.2,101.3
Toronto,Ontario,1842,5,1842-05-01,16.1,4.3,10.2,23.9,-2.8,26.2
Toronto,Ontario,1842,6,1842-06-01,20.4,8.6,14.5,26.7,-2.2,145.8
Toronto,Ontario,1842,7,1842-07-01,25.4,11.8,18.6,32.8,6.1,77.5
Toronto,Ontario,1842,8,1842-08-01,25,14,19.5,27.8,6.7,63.5
Toronto,Ontario,1842,9,1842-09-01,18.8,8.7,13.8,28.9,-2.2,159
Toronto,Ontario,1842,10,1842-10-01,12.6,2.9,7.8,20.6,-2.2,131.3
Toronto,Ontario,1842,11,1842-11-01,4.7,-2.7,1,13.9,-13.3,NA
Toronto,Ontario,1842,12,1842-12-01,0,-7.6,-3.8,5,-16.1,NA
Toronto,Ontario,1843,1,1843-01-01,1.4,-5.7,-2.2,12.8,-16.7,145.3
Toronto,Ontario,1843,2,1843-02-01,-4.4,-12.7,-8.6,3.9,-22.8,48.8
Toronto,Ontario,1843,3,1843-03-01,-0.9,-10.6,-5.8,4.4,-19.4,81.3
Toronto,Ontario,1843,4,1843-04-01,9.6,0.6,5.1,22.2,-9.4,81.3
Toronto,Ontario,1843,5,1843-05-01,16.4,5.1,10.8,26.7,-1.7,39.9
Toronto,Ontario,1843,6,1843-06-01,20.3,9.2,14.8,28.3,-2.2,117.1
Toronto,Ontario,1843,7,1843-07-01,25.5,12.5,19,30.6,3.9,117.1
Toronto,Ontario,1843,8,1843-08-01,25.4,13.3,19.4,28.3,6.7,123.4
Toronto,Ontario,1843,9,1843-09-01,21.3,11.4,16.4,31.7,0,248.2
Toronto,Ontario,1843,10,1843-10-01,10.3,2.4,6.4,20,-4.4,103.4
Toronto,Ontario,1843,11,1843-11-01,3.8,-2.5,0.7,11.7,-10,119.9
Toronto,Ontario,1843,12,1843-12-01,2,-3.4,-0.7,9.4,-16.1,47
Toronto,Ontario,1844,1,1844-01-01,-2.6,-10.3,-6.5,7.2,-21.7,139.7
Toronto,Ontario,1844,2,1844-02-01,0.7,-7.9,-3.6,8.9,-17.2,36.6
Toronto,Ontario,1844,3,1844-03-01,4.2,-3.8,0.2,10.6,-12.2,98.8
Toronto,Ontario,1844,4,1844-04-01,15,3.5,9.3,23.9,-9.4,38.9
Toronto,Ontario,1844,5,1844-05-01,19,7.3,13.2,25.6,-1.7,144.8
Toronto,Ontario,1844,6,1844-06-01,21.8,10.3,16.1,28.3,0.6,89.9
Toronto,Ontario,1844,7,1844-07-01,25.8,13.1,19.5,30.6,4.4,71.9
Toronto,Ontario,1844,8,1844-08-01,23.8,12.9,18.4,30.6,6.7,NA
Toronto,Ontario,1844,9,1844-09-01,21.1,9.6,15.4,27.8,-2.2,5.8
Toronto,Ontario,1844,10,1844-10-01,11.2,1.9,6.6,22.2,-8.9,NA
Toronto,Ontario,1844,11,1844-11-01,5.7,-2,1.9,13.3,-11.1,NA
Toronto,Ontario,1844,12,1844-12-01,1.8,-6,-2.1,10.6,-16.7,NA
Toronto,Ontario,1845,1,1845-01-01,0.7,-7.1,-3.2,7.8,-17.8,NA
Toronto,Ontario,1845,2,1845-02-01,0.4,-7.4,-3.5,9.4,-20,NA
Toronto,Ontario,1845,3,1845-03-01,6.1,-2.9,1.6,17.2,-13.9,NA
Toronto,Ontario,1845,4,1845-04-01,10.7,0.8,5.8,19.4,-8.9,87.9
Toronto,Ontario,1845,5,1845-05-01,16.4,4.1,10.3,25.6,-2.2,50.8
Toronto,Ontario,1845,6,1845-06-01,21.8,10,15.9,29.4,3.9,110.7
Toronto,Ontario,1845,7,1845-07-01,25.4,13,19.2,35,7.8,52.8
Toronto,Ontario,1845,8,1845-08-01,25.3,13.4,19.4,29.4,5.6,43.9
Toronto,Ontario,1845,9,1845-09-01,18.4,7.1,12.8,26.7,1.1,156.7
Toronto,Ontario,1845,10,1845-10-01,12.6,2.4,7.5,17.8,-6.7,45
Toronto,Ontario,1845,11,1845-11-01,6.1,-0.9,2.6,15.6,-13.3,41.1
Toronto,Ontario,1845,12,1845-12-01,-2.4,-10.1,-6.3,4.4,-18.9,11.9
Toronto,Ontario,1846,1,1846-01-01,0.1,-7.6,-3.8,6.7,-18.3,74.9
Toronto,Ontario,1846,2,1846-02-01,-2.2,-12.7,-7.5,5.6,-27.2,117.1
Toronto,Ontario,1846,3,1846-03-01,3.9,-4.4,-0.3,10,-13.3,55.9
Toronto,Ontario,1846,4,1846-04-01,11,1.9,6.5,27.8,-4.4,36.6
Toronto,Ontario,1846,5,1846-05-01,18.2,8.1,13.2,26.7,0.6,111.5
Toronto,Ontario,1846,6,1846-06-01,22.4,12.2,17.3,28.9,3.9,49.3
Toronto,Ontario,1846,7,1846-07-01,26.2,14.6,20.4,35,7.2,73.7
Toronto,Ontario,1846,8,1846-08-01,24.8,14.9,19.9,30,10,45.5
Toronto,Ontario,1846,9,1846-09-01,21.8,12.7,17.3,28.9,2.8,117.1
Toronto,Ontario,1846,10,1846-10-01,11.2,3.2,7.2,21.1,-6.1,32.8
Toronto,Ontario,1846,11,1846-11-01,7.7,2.4,5.1,13.3,-7.8,114.6
Toronto,Ontario,1846,12,1846-12-01,0.2,-5.8,-2.8,9.4,-15.6,52.8
Toronto,Ontario,1847,1,1847-01-01,-2.1,-8.6,-5.4,5.6,-19.4,73.4
Toronto,Ontario,1847,2,1847-02-01,-2.2,-9.1,-5.7,5,-18.3,83.3
Toronto,Ontario,1847,3,1847-03-01,0.4,-6.9,-3.3,6.7,-14.4,32.5
Toronto,Ontario,1847,4,1847-04-01,7.2,-0.6,3.3,18.3,-12.8,83.3
Toronto,Ontario,1847,5,1847-05-01,16.2,6.7,11.5,22.2,-2.8,52.3
Toronto,Ontario,1847,6,1847-06-01,18.8,10.1,14.5,25.6,2.8,67.3
Toronto,Ontario,1847,7,1847-07-01,25,14.7,19.9,30.6,6.1,85.3
Toronto,Ontario,1847,8,1847-08-01,22.7,12.8,17.8,28.3,7.2,55.4
Toronto,Ontario,1847,9,1847-09-01,16.9,9.1,13,23.9,1.7,169.7
Toronto,Ontario,1847,10,1847-10-01,10.6,3.1,6.9,18.3,-6.7,112.3
Toronto,Ontario,1847,11,1847-11-01,6.1,0.8,3.5,14.4,-12.8,81
Toronto,Ontario,1847,12,1847-12-01,0.6,-4.5,-2,10,-17.8,47.5
Toronto,Ontario,1848,1,1848-01-01,0.6,-5.9,-2.7,10.6,-22.8,74.9
Toronto,Ontario,1848,2,1848-02-01,0.6,-6.4,-2.9,8.3,-17.8,47.2
Toronto,Ontario,1848,3,1848-03-01,1.3,-5.6,-2.2,15,-17.8,80.5
Toronto,Ontario,1848,4,1848-04-01,9.7,0.1,4.9,18.3,-5,13.7
Toronto,Ontario,1848,5,1848-05-01,17.2,7,12.1,25.6,-0.6,63.5
Toronto,Ontario,1848,6,1848-06-01,21.9,10.9,16.4,33.3,2.8,47.2
Toronto,Ontario,1848,7,1848-07-01,22.7,13.2,18,27.8,6.7,48.5
Toronto,Ontario,1848,8,1848-08-01,24.6,14.6,19.6,30.6,9.4,22.4
Toronto,Ontario,1848,9,1848-09-01,17.1,7.3,12.2,26.7,-2.2,79.2
Toronto,Ontario,1848,10,1848-10-01,11.1,4.1,7.6,16.7,-3.9,39.9
Toronto,Ontario,1848,11,1848-11-01,3.4,-1.7,0.9,9.4,-8.9,55.4
Toronto,Ontario,1848,12,1848-12-01,1.6,-4.6,-1.5,9.4,-18.3,112
Toronto,Ontario,1849,1,1849-01-01,-4.2,-10.5,-7.4,4.4,-25.6,53.3
Toronto,Ontario,1849,2,1849-02-01,-4.5,-10.6,-7.6,2.2,-23.3,54.9
Toronto,Ontario,1849,3,1849-03-01,3.6,-2.8,0.4,11.7,-9.4,45
Toronto,Ontario,1849,4,1849-04-01,7.2,-0.6,3.3,22.2,-8.9,72.4
Toronto,Ontario,1849,5,1849-05-01,12.6,5.1,8.9,22.2,-2.2,130.6
Toronto,Ontario,1849,6,1849-06-01,21.3,12.1,16.7,28.9,1.7,51.3
Toronto,Ontario,1849,7,1849-07-01,24.8,13.8,19.3,31.7,8.3,86.9
Toronto,Ontario,1849,8,1849-08-01,23.2,13.2,18.2,26.1,7.2,126.5
Toronto,Ontario,1849,9,1849-09-01,18.6,9.7,14.2,26.7,0.6,38.1
Toronto,Ontario,1849,10,1849-10-01,11.3,4,7.7,15,-2.2,151.9
Toronto,Ontario,1849,11,1849-11-01,8.1,3.1,5.6,13.3,-4.4,74.4
Toronto,Ontario,1849,12,1849-12-01,-0.9,-6.3,-3.6,5,-21.7,46
Toronto,Ontario,1850,1,1850-01-01,1.3,-5.1,-1.9,7.8,-12.2,45.2
Toronto,Ontario,1850,2,1850-02-01,0.3,-8.3,-4,10,-16.7,90.4
Toronto,Ontario,1850,3,1850-03-01,2.4,-5.7,-1.7,8.3,-13.9,47.5
Toronto,Ontario,1850,4,1850-04-01,7.7,-1.2,3.3,18.9,-7.8,122.9
Toronto,Ontario,1850,5,1850-05-01,15.3,4.3,9.8,25.6,-2.2,14
Toronto,Ontario,1850,6,1850-06-01,23.4,11.2,17.3,30,1.1,85.6
Toronto,Ontario,1850,7,1850-07-01,25.8,15.7,20.8,30,11.1,134.4
Toronto,Ontario,1850,8,1850-08-01,23.8,14.2,19,29.4,5,111
Toronto,Ontario,1850,9,1850-09-01,18.4,7.2,12.8,24.4,-1.1,44.5
Toronto,Ontario,1850,10,1850-10-01,11.4,1.5,6.5,19.4,-5.6,53.1
Toronto,Ontario,1850,11,1850-11-01,7.2,-1.4,2.9,17.2,-11.7,75.2
Toronto,Ontario,1850,12,1850-12-01,-2.3,-8.9,-5.6,9.4,-22.8,79.8
Toronto,Ontario,1851,1,1851-01-01,-0.6,-8.3,-4.5,6.1,-25,52.3
Toronto,Ontario,1851,2,1851-02-01,0.3,-5.4,-2.6,10,-16.7,72.6
Toronto,Ontario,1851,3,1851-03-01,3.9,-3.2,0.4,15,-11.1,41.9
Toronto,Ontario,1851,4,1851-04-01,8.5,1.4,5,15,-3.3,62
Toronto,Ontario,1851,5,1851-05-01,15.1,6.2,10.7,22.8,-2.2,76.7
Toronto,Ontario,1851,6,1851-06-01,19.6,10.5,15.1,26.1,2.8,69.1
Toronto,Ontario,1851,7,1851-07-01,22.4,14.4,18.4,28.3,8.3,92.7
Toronto,Ontario,1851,8,1851-08-01,22,12.6,17.3,26.7,5.6,35.1
Toronto,Ontario,1851,9,1851-09-01,19.6,10.1,14.9,30,0,67.8
Toronto,Ontario,1851,10,1851-10-01,12.4,4.8,8.6,18.9,-3.9,43.7
Toronto,Ontario,1851,11,1851-11-01,2.6,-2.7,-0.1,10,-10,115.8
Toronto,Ontario,1851,12,1851-12-01,-2.9,-9.6,-6.3,6.7,-26.1,54.9
Toronto,Ontario,1852,1,1852-01-01,-4.9,-11.1,-8,2.8,-23.9,85.9
Toronto,Ontario,1852,2,1852-02-01,-1.6,-8.9,-5.3,5,-21.1,57.4
Toronto,Ontario,1852,3,1852-03-01,0.4,-7.4,-3.5,7.2,-21.1,128
Toronto,Ontario,1852,4,1852-04-01,6.1,0.1,3.1,12.2,-6.7,74.7
Toronto,Ontario,1852,5,1852-05-01,15.3,5.9,10.6,22.8,0,29
Toronto,Ontario,1852,6,1852-06-01,20.8,10.8,15.8,30,2.8,80.8
Toronto,Ontario,1852,7,1852-07-01,23.9,13.7,18.8,32.2,9.4,102.4
Toronto,Ontario,1852,8,1852-08-01,22.6,13.8,18.2,27.2,7.8,69.3
Toronto,Ontario,1852,9,1852-09-01,18.3,8.4,13.4,27.8,2.2,92.7
Toronto,Ontario,1852,10,1852-10-01,13.1,4.4,8.8,21.7,-4.4,134.6
Toronto,Ontario,1852,11,1852-11-01,4.3,-1.1,1.6,10,-7.8,50.5
Toronto,Ontario,1852,12,1852-12-01,2.6,-3,-0.2,10.6,-10.6,152.7
Toronto,Ontario,1853,1,1853-01-01,-1.6,-9.5,-5.6,5,-23.3,26.4
Toronto,Ontario,1853,2,1853-02-01,-1.3,-9.2,-5.3,6.1,-18.3,58.4
Toronto,Ontario,1853,3,1853-03-01,2.7,-5.6,-1.5,13.3,-17.8,45.5
Toronto,Ontario,1853,4,1853-04-01,8.9,0.9,4.9,18.9,-3.9,69.6
Toronto,Ontario,1853,5,1853-05-01,13.7,5.9,9.8,25.6,0,113.5
Toronto,Ontario,1853,6,1853-06-01,23.4,12.4,17.9,32.2,3.9,39.9
Toronto,Ontario,1853,7,1853-07-01,25.1,11.8,18.5,32.8,5.6,23.6
Toronto,Ontario,1853,8,1853-08-01,25.8,14,19.9,35,6.1,65.8
Toronto,Ontario,1853,9,1853-09-01,19.9,9.7,14.8,30,1.1,130.8
Toronto,Ontario,1853,10,1853-10-01,11.9,0.4,6.2,18.3,-5,22.6
Toronto,Ontario,1853,11,1853-11-01,6.7,-0.5,3.1,13.3,-10.6,69.1
Toronto,Ontario,1853,12,1853-12-01,-0.4,-8.2,-4.3,7.8,-22.2,72.6
Toronto,Ontario,1854,1,1854-01-01,-1.5,-10.3,-5.9,7.8,-20.6,51.6
Toronto,Ontario,1854,2,1854-02-01,-1.3,-12.7,-7,6.1,-23.9,83.3
Toronto,Ontario,1854,3,1854-03-01,2.5,-5.1,-1.3,12.8,-13.9,69.1
Toronto,Ontario,1854,4,1854-04-01,8.8,-0.7,4.1,18.3,-6.7,75.7
Toronto,Ontario,1854,5,1854-05-01,16.6,3.3,10,22.2,-3.9,118.9
Toronto,Ontario,1854,6,1854-06-01,23.7,9.9,16.8,33.9,1.7,37.8
Toronto,Ontario,1854,7,1854-07-01,29.3,14.7,22,36.1,6.1,122.9
Toronto,Ontario,1854,8,1854-08-01,27.1,12.9,20,37.8,7.8,11.9
Toronto,Ontario,1854,9,1854-09-01,22.6,9.6,16.1,34.4,2.2,137.4
Toronto,Ontario,1854,10,1854-10-01,14.9,5.2,10.1,24.4,-3.3,39.4
Toronto,Ontario,1854,11,1854-11-01,5.6,-2.1,1.8,12.8,-10,33.8
Toronto,Ontario,1854,12,1854-12-01,-1.4,-9.7,-5.6,7.2,-21.7,62.7
Toronto,Ontario,1855,1,1855-01-01,0.3,-8.1,-3.9,9.4,-20.6,72.6
Toronto,Ontario,1855,2,1855-02-01,-4.9,-15.1,-10,3.9,-31.7,100.3
Toronto,Ontario,1855,3,1855-03-01,2.5,-6.9,-2.2,9.4,-19.4,84.1
Toronto,Ontario,1855,4,1855-04-01,11.6,0.1,5.9,20.6,-11.7,56.4
Toronto,Ontario,1855,5,1855-05-01,18.6,5.2,11.9,25.6,0.6,67.6
Toronto,Ontario,1855,6,1855-06-01,20.6,10.4,15.5,33.3,2.2,104.6
Toronto,Ontario,1855,7,1855-07-01,24.8,15.6,20.2,33.9,9.4,83.6
Toronto,Ontario,1855,8,1855-08-01,23.7,12.3,18,28.9,4.4,37.6
Toronto,Ontario,1855,9,1855-09-01,20.3,10,15.2,28.3,0.6,143
Toronto,Ontario,1855,10,1855-10-01,11.5,1.4,6.5,20,-5,67.6
Toronto,Ontario,1855,11,1855-11-01,7.5,-1.8,2.9,15,-8.9,124.5
Toronto,Ontario,1855,12,1855-12-01,0.6,-7.3,-3.4,8.3,-20.6,122.4
Toronto,Ontario,1856,1,1856-01-01,-5.2,-14.4,-9.8,1.1,-24.4,34.5
Toronto,Ontario,1856,2,1856-02-01,-4.4,-15.9,-10.2,3.3,-28.3,24.6
Toronto,Ontario,1856,3,1856-03-01,-0.8,-10.6,-5.7,5,-25.6,41.1
Toronto,Ontario,1856,4,1856-04-01,10.3,0.8,5.6,22.2,-10,71.9
Toronto,Ontario,1856,5,1856-05-01,15.3,4.8,10.1,27.8,-0.6,117.3
Toronto,Ontario,1856,6,1856-06-01,22,11.3,16.7,31.7,5.6,82.3
Toronto,Ontario,1856,7,1856-07-01,26.8,15.1,21,36.1,10,29.2
Toronto,Ontario,1856,8,1856-08-01,23.2,11.7,17.5,28.3,5.6,42.9
Toronto,Ontario,1856,9,1856-09-01,19.3,7.6,13.5,25.6,1.7,105.2
Toronto,Ontario,1856,10,1856-10-01,12.2,1.8,7,21.7,-5,23.1
Toronto,Ontario,1856,11,1856-11-01,6.1,-1.8,2.2,13.3,-7.2,59.9
Toronto,Ontario,1856,12,1856-12-01,-1.8,-9.1,-5.5,5.6,-22.8,87.1
Toronto,Ontario,1857,1,1857-01-01,-6.9,-17.3,-12.1,2.8,-28.9,55.4
Toronto,Ontario,1857,2,1857-02-01,2.1,-6.4,-2.2,11.1,-21.1,107.7
Toronto,Ontario,1857,3,1857-03-01,1.8,-7.9,-3.1,14.4,-21.1,37.3
Toronto,Ontario,1857,4,1857-04-01,6.4,-2.6,1.9,11.1,-14.4,77.7
Toronto,Ontario,1857,5,1857-05-01,14,4.7,9.4,23.9,-3.3,106.2
Toronto,Ontario,1857,6,1857-06-01,18.7,9.5,14.1,24.4,1.7,129.8
Toronto,Ontario,1857,7,1857-07-01,24.9,15.2,20.1,30.6,8.3,88.9
Toronto,Ontario,1857,8,1857-08-01,23.6,12.8,18.2,31.1,7.8,134.4
Toronto,Ontario,1857,9,1857-09-01,19.7,9.1,14.4,27.8,1.1,67.6
Toronto,Ontario,1857,10,1857-10-01,11.1,3.1,7.1,17.8,-2.8,27.4
Toronto,Ontario,1857,11,1857-11-01,4.4,-3,0.7,14.4,-20,100.6
Toronto,Ontario,1857,12,1857-12-01,2.2,-4.3,-1.1,7.8,-15,104.9
Toronto,Ontario,1858,1,1858-01-01,1.8,-4.6,-1.4,8.3,-13.9,39.9
Toronto,Ontario,1858,2,1858-02-01,-4.4,-11.7,-8.1,5.6,-21.7,67.8
Toronto,Ontario,1858,3,1858-03-01,2.8,-5.6,-1.4,12.8,-21.1,24.1
Toronto,Ontario,1858,4,1858-04-01,9.1,1.3,5.2,18.3,-5.6,42.9
Toronto,Ontario,1858,5,1858-05-01,13.2,5.4,9.3,21.1,-0.6,162.1
Toronto,Ontario,1858,6,1858-06-01,23.3,13.7,18.5,32.2,6.1,75.4
Toronto,Ontario,1858,7,1858-07-01,24.2,15.6,19.9,29.4,11.1,78.5
Toronto,Ontario,1858,8,1858-08-01,24.1,15.2,19.7,28.9,6.7,99.3
Toronto,Ontario,1858,9,1858-09-01,19.8,10.5,15.2,27.2,2.2,19.1
Toronto,Ontario,1858,10,1858-10-01,13.3,6.4,9.9,24.4,0,46.2
Toronto,Ontario,1858,11,1858-11-01,3.3,-1.1,1.1,11.7,-9.4,109
Toronto,Ontario,1858,12,1858-12-01,0.7,-5.9,-2.6,7.2,-15.6,68.8
Toronto,Ontario,1859,1,1859-01-01,-0.8,-7.4,-4.1,6.1,-32.8,78.7
Toronto,Ontario,1859,2,1859-02-01,-0.1,-6.8,-3.5,7.8,-16.7,33
Toronto,Ontario,1859,3,1859-03-01,5.6,-0.8,2.4,12.2,-12.2,106.4
Toronto,Ontario,1859,4,1859-04-01,8.1,0.6,4.4,18.3,-5,67.8
Toronto,Ontario,1859,5,1859-05-01,17.4,8.4,12.9,26.7,4.4,87.6
Toronto,Ontario,1859,6,1859-06-01,19.4,9.9,14.7,30,0,104.4
Toronto,Ontario,1859,7,1859-07-01,23.7,15.2,19.5,31.1,7.2,66.5
Toronto,Ontario,1859,8,1859-08-01,23.8,15.3,19.6,27.8,7.8,101.9
Toronto,Ontario,1859,9,1859-09-01,17,9.7,13.4,23.9,2.2,90.4
Toronto,Ontario,1859,10,1859-10-01,10.3,2.9,6.6,21.1,-5.6,24.1
Toronto,Ontario,1859,11,1859-11-01,6.7,0.5,3.6,17.2,-5.6,133.9
Toronto,Ontario,1859,12,1859-12-01,-3.7,-10.6,-7.2,12.8,-21.1,121.4
Toronto,Ontario,1860,1,1860-01-01,-1.2,-8,-4.6,7.8,-21.7,40.9
Toronto,Ontario,1860,2,1860-02-01,-1.4,-9.2,-5.3,10,-22.8,82
Toronto,Ontario,1860,3,1860-03-01,5.5,-2.6,1.5,19.4,-10.6,29
Toronto,Ontario,1860,4,1860-04-01,8.4,0.2,4.3,16.7,-6.7,33.5
Toronto,Ontario,1860,5,1860-05-01,17.8,8.8,13.3,23.9,0.6,47
Toronto,Ontario,1860,6,1860-06-01,22.6,12.9,17.8,27.8,9.4,54.9
Toronto,Ontario,1860,7,1860-07-01,22.8,13.3,18.1,31.1,6.7,110.7
Toronto,Ontario,1860,8,1860-08-01,23.2,13.6,18.4,30.6,8.3,87.1
Toronto,Ontario,1860,9,1860-09-01,17.3,8.6,13,24.4,-1.7,50
Toronto,Ontario,1860,10,1860-10-01,12.1,5.3,8.7,20,-2.2,41.9
Toronto,Ontario,1860,11,1860-11-01,6.3,0.9,3.6,18.3,-10.6,70.4
Toronto,Ontario,1860,12,1860-12-01,-1.8,-7.1,-4.5,3.9,-21.7,69.1
Toronto,Ontario,1861,1,1861-01-01,-3.8,-10,-6.9,2.8,-23.9,69.9
Toronto,Ontario,1861,2,1861-02-01,0.2,-7.4,-3.6,7.8,-29.4,96.3
Toronto,Ontario,1861,3,1861-03-01,0.8,-6.3,-2.8,8.3,-20.6,72.4
Toronto,Ontario,1861,4,1861-04-01,9.8,1.9,5.9,19.4,-4.4,59.7
Toronto,Ontario,1861,5,1861-05-01,13.2,4.5,8.9,22.8,-2.2,87.6
Toronto,Ontario,1861,6,1861-06-01,21.3,10.8,16.1,31.1,5.6,59.2
Toronto,Ontario,1861,7,1861-07-01,23.7,13.5,18.6,29.4,8.3,67.6
Toronto,Ontario,1861,8,1861-08-01,23.6,14.5,19.1,29.4,8.3,76.2
Toronto,Ontario,1861,9,1861-09-01,19.1,11,15.1,26.1,2.8,92.2
Toronto,Ontario,1861,10,1861-10-01,12.9,5.4,9.2,21.7,-1.7,51.3
Toronto,Ontario,1861,11,1861-11-01,5.8,0.1,3,11.1,-5,117.9
Toronto,Ontario,1861,12,1861-12-01,2.8,-4.3,-0.8,12.8,-14.4,31.5
Toronto,Ontario,1862,1,1862-01-01,-2.4,-9.4,-5.9,7.2,-19.4,72.6
Toronto,Ontario,1862,2,1862-02-01,-2.1,-9.2,-5.7,3.3,-20.6,63.5
Toronto,Ontario,1862,3,1862-03-01,1.5,-4.9,-1.7,6.1,-13.3,112.3
Toronto,Ontario,1862,4,1862-04-01,7.9,0.8,4.4,20,-9.4,57.9
Toronto,Ontario,1862,5,1862-05-01,16.4,5.6,11,26.1,0,36.8
Toronto,Ontario,1862,6,1862-06-01,20.7,10.5,15.6,29.4,3.9,26.2
Toronto,Ontario,1862,7,1862-07-01,24.7,14.5,19.6,35.6,8.9,136.4
Toronto,Ontario,1862,8,1862-08-01,24.6,14.6,19.6,32.2,6.1,88.6
Toronto,Ontario,1862,9,1862-09-01,20,11.5,15.8,26.1,3.9,60.2
Toronto,Ontario,1862,10,1862-10-01,12.7,5.3,9,25,-3.3,70.4
Toronto,Ontario,1862,11,1862-11-01,4.8,-0.8,2,14.4,-8.9,69.9
Toronto,Ontario,1862,12,1862-12-01,1.2,-4.6,-1.7,10,-19.4,75.9
Toronto,Ontario,1863,1,1863-01-01,0.8,-5,-2.1,8.3,-25.6,81.3
Toronto,Ontario,1863,2,1863-02-01,-1.1,-9.2,-5.2,5.6,-28.9,93
Toronto,Ontario,1863,3,1863-03-01,0.5,-7,-3.3,5.6,-20,46.5
Toronto,Ontario,1863,4,1863-04-01,10,0.8,5.4,20.6,-12.8,60.7
Toronto,Ontario,1863,5,1863-05-01,17.4,7.9,12.7,26.1,2.2,86.1
Toronto,Ontario,1863,6,1863-06-01,20.7,11.2,16,29.4,2.8,43.2
Toronto,Ontario,1863,7,1863-07-01,23.8,15.3,19.6,28.9,8.9,87.6
Toronto,Ontario,1863,8,1863-08-01,24.3,14.4,19.4,31.1,5.6,56.6
Toronto,Ontario,1863,9,1863-09-01,18.1,8.3,13.2,26.7,-0.6,31.8
Toronto,Ontario,1863,10,1863-10-01,11.6,4.7,8.2,18.9,-0.6,64.5
Toronto,Ontario,1863,11,1863-11-01,7.1,0.8,4,19.4,-7.8,93.5
Toronto,Ontario,1863,12,1863-12-01,1.1,-6.3,-2.6,11.7,-18.9,93.5
Toronto,Ontario,1864,1,1864-01-01,-1.4,-8.1,-4.8,6.7,-22.8,96.5
Toronto,Ontario,1864,2,1864-02-01,-0.2,-7.3,-3.8,7.2,-26.1,34.3
Toronto,Ontario,1864,3,1864-03-01,2,-5.3,-1.7,10,-16.1,51.1
Toronto,Ontario,1864,4,1864-04-01,8.6,1.5,5.1,15,-2.2,101.9
Toronto,Ontario,1864,5,1864-05-01,17.1,7.9,12.5,26.1,0,104.1
Toronto,Ontario,1864,6,1864-06-01,22.8,11.6,17.2,33.9,1.7,14.7
Toronto,Ontario,1864,7,1864-07-01,26.7,15.5,21.1,32.2,9.4,34.3
Toronto,Ontario,1864,8,1864-08-01,25.2,16.4,20.8,34.4,8.3,129.3
Toronto,Ontario,1864,9,1864-09-01,17.8,9.4,13.6,22.8,3.3,64.3
Toronto,Ontario,1864,10,1864-10-01,11.2,4.3,7.8,19.4,-2.2,85.1
Toronto,Ontario,1864,11,1864-11-01,6.1,-0.3,2.9,15.6,-6.1,108
Toronto,Ontario,1864,12,1864-12-01,0.1,-6.8,-3.4,10,-23.3,121.2
