core_id,depth_cm,age_ad,C_percent,C/N,d13C_permille,d15N_permille,K_percent,Ti_percent
FLE16-1,6,1973.73135520709,5.0269725,12.2945385976519,-28.3922495,5.71929657685517,1.7952,0.376
FLE16-1,6.5,1970.31495667252,5.5077289,12.5407289782742,-28.391246,5.51219929615233,1.7835,0.3733
FLE16-1,7,1966.89855813795,5.6130238,12.4237189546679,-28.3059485,5.43299763396847,1.7145,0.3563
FLE16-1,7.5,1963.42699467789,6.0050212,12.8754089348376,-28.3942565,4.77654431393727,1.57323333333333,0.333266666666667
FLE16-1,8,1959.95543121783,6.3684451,12.6809974357024,-28.738457,4.79120485911407,1.5064,0.3243
FLE16-1,8.5,1955.62022571809,6.7368084,12.8836783230585,-28.491596,4.89081408454654,1.4045,0.3095
FLE16-1,9,1951.28502021835,7.4133367,13.1517132818998,-28.634093,4.60763285891168,1.3004,0.2907
FLE16-1,9.5,1947.52986126794,7.8260768,13.2121518865961,-28.6511525,4.34433664062589,1.2458,0.2941
FLE16-1,10,1943.77470231753,8.3875021,12.8461110562296,-28.895003,4.19827486572214,1.02086666666667,0.2491
FLE16-1,11,1934.23472543204,8.641869,12.8054191363753,-29.0284685,4.24070533822669,0.9774,0.2399
FLE16-1,12,1925.71122941362,9.6516635,12.9667804008852,-29.119787,3.74916150295316,0.6256,0.1766
FLE16-1,13,1917.38252851868,10.4712881,13.002797554831,-29.0926925,3.84631365325055,0.4927,0.1492
FLE16-1,14,1907.56115415821,11.0245775,13.162576042907,-29.1609305,3.60062216525528,0.503,0.1452
FLE16-1,15,1897.54232708979,11.8674414342028,12.8778708460968,-29.1204906161247,4.2005945329354,0.474,0.1386
FLE16-1,16,1882.26153581186,9.6473374046397,12.7175533012058,-29.0959961857123,3.87239276793013,0.4451,0.1302
FLE16-1,17,1866.19744671672,11.4596847069577,12.8890501301521,-28.9498159251474,4.13391180838896,0.3799,0.1245
FLE16-1,18,1855.19469195649,11.8094696645928,12.8276633260812,-28.9291022722554,4.28434180416215,0.4162,0.1242
FLE16-1,19,1835.97183185642,12.0797104125447,12.9277628806327,-29.0228749198877,4.21055845450189,0.3787,0.1223
FLE16-1,20,1827.56858869086,11.9115659288673,12.9542636673008,-29.0200738738235,3.76330432387699,0.3855,0.1208
FLE16-1,21,1819.1653455253,12.0717728092475,13.0864969530426,-29.0892115421734,4.12513568963158,0.388,0.1194
FLE16-1,22,1810.76210235975,12.279457687739,13.1202549780222,-29.0704148159371,4.19995008652568,0.3642,0.1182
FLE16-1,23,1802.35885919419,12.4785229930812,13.1357234136311,-29.1595977640186,4.25981656867047,0.303,0.1018
FLE16-1,24,1793.95561602863,12.5793032486634,13.1703033850306,-29.0860709825927,4.11471941380683,0.2863,0.1
FLE16-1,25,1785.55237286307,12.5710331237114,13.2114115495688,-29.2032241432206,3.96740078885802,0.274,0.0995
FLE16-1,26,1777.14912969752,12.8380805414298,13.2585562608938,-29.1887647481454,4.0654381400309,0.2697,0.1001
FLK12-1,1,2003,4.53366,11.20695,-27.94975,6.22995,2.1881,0.4356
FLK12-1,2,1994,4.58735,11.0783,-28.0259,5.95572,1.9647,0.3968
FLK12-1,3,1985,4.31317,10.833,-27.8833,5.39207,1.9403,0.4009
FLK12-1,4,1976,4.35833,10.6465,-27.9367,5.39632,1.8774,0.4074
FLK12-1,5,1967,4.42475,10.7886,-27.7678,4.94347,2.0766,0.4285
FLK12-1,6,1958,4.80309,11.4857,-27.6727,4.72847,1.5703,0.3401
FLK12-1,7,1937,7.13954,12.4159,-27.6708,3.51473,1.0243,0.2549
FLK12-1,8,1916,9.07156,12.7245,-27.4728,3.33791,0.7818,0.2258
FLK12-1,9,1895,9.33789,12.6135,-27.5524,3.15673,0.9041,0.2558
FLK12-1,10,1886.59675683444,9.62948,12.6414,-27.662,3.14123,0.981133333333333,0.260133333333333
FLK12-1,11,1878.19351366888,9.31865,12.7093,-27.7998,3.06454,0.8439,0.2298
FLK12-1,12,1869.79027050333,10.515,13.5971,-27.663,3.11046,0.7996,0.2255
FLK12-1,13,1861.38702733777,9.96478,12.9526,-27.6514,3.03354,0.8207,0.2264
FLK12-1,14,1852.98378417221,11.2826,14.9322,-27.5243,3.13668,0.7971,0.2263
FLK12-1,15,1844.58054100665,10.048,12.8875,-27.4913,3.13656,0.8248,0.2385
FLK12-1,16,1836.1772978411,10.3039,13.1239,-27.5325,3.04132,0.8081,0.22
FLK12-1,17,1827.77405467554,11.1865,14.2184,-27.4777,3.06452,0.8051,0.2242
FLK12-1,18,1819.37081150998,10.9481,14.8348,-27.3117,2.97894,0.8183,0.223
FLK12-1,19,1810.96756834442,9.48007,13.6082,-27.239,3.02116,0.8594,0.2313
FLK12-1,20,1802.56432517887,8.80949,13.0861,-27.1671,3.18446,0.854966666666667,0.2419
FLK12-1,21,1794.16108201331,8.5792,13.1762,-27.2312,3.35437,0.8787,0.2518
FLK12-1,22,1785.75783884775,8.53147,12.9507,-27.2836,3.09483,0.83,0.2257
FLK12-1,23,1777.35459568219,9.63517,13.4892,-27.2525,3.31095,0.8201,0.2308
FLK12-1,24,1768.95135251664,9.13865,12.9452,-27.0031,3.25059,0.8192,0.227
FLK12-1,25,1760.54810935108,9.44768,13.1477,-27.3146,3.25398,0.8027,0.225
FLK12-1,26,1752.14486618552,8.80251,12.9105,-27.1846,3.11875,0.8194,0.2282
FLK12-1,27,1743.74162301996,9.61115,12.9697,-27.4456,3.10069,0.7254,0.2065
FLK12-1,28,1735.33837985441,9.7874,12.6769,-27.4835,3.24638,0.7769,0.211
FLK12-1,29,1726.93513668885,9.43292,12.7042,-27.3195,3.19279,0.8135,0.2145
FLK12-1,30,1718.53189352329,8.76838,12.9167,-27.2419,3.27373,0.808075,0.227125
FLK12-1,31,1710.12865035773,8.82269,13.1424,-27.1914,3.14484,0.7551,0.2118
FLK12-1,32,1701.72540719218,9.40153,13.1449,-27.4107,3.24952,0.798,0.2236
FLK12-1,33,1693.32216402662,9.57906,13.0521,-27.4262,3.1671,0.7678,0.2129
LEM16-1,0,2016.45833333333,14.3219875838521,11.7993525423089,-29.1632139845651,3.95943496346024,0.695533333333333,0.208033333333333
LEM16-1,0.5,2012.70108393062,13.1708024572409,12.3357735283317,-28.9461175255107,3.5772466128207,1.3066,0.3893
LEM16-1,1,2008.94383452791,12.5119223669959,12.6968859950677,-28.6805905890766,3.538701590611,0.7413,0.2193
LEM16-1,1.5,2003.77561337326,10.5619641425565,12.9891244796554,-28.2516075718603,3.89641754502362,1.007,0.2957
LEM16-1,2,1998.60739221861,9.6529614547085,13.024852999136,-28.105622709232,4.17817543295815,0.9562,0.2702
LEM16-1,2.5,1990.56849971514,8.52371294080313,12.9093353997914,-27.9992584034921,4.70857710051818,1.01173333333333,0.287733333333333
LEM16-1,3,1982.52960721167,7.64531760780091,12.8599203159421,-28.2887888830977,5.24008288980099,1.0413,0.293
LEM16-1,3.5,1976.64766275095,7.46276284716485,12.6961180719106,-28.5997608781748,5.78650562635273,1.0219,0.2938
LEM16-1,4,1970.76571829022,7.54400491626907,12.4466558103523,-28.9088255623719,5.92745336520848,0.9861,0.2963
LEM16-1,4.5,1966.30855038256,7.34721129187144,12.3500315410674,-29.0580916163706,5.94476553563476,1.0798,0.3077
LEM16-1,5,1961.85138247491,7.5370327235246,12.5681741875891,-28.9989937561728,5.56997838145399,1.04443333333333,0.307133333333333
LEM16-1,5.5,1957.61031648251,7.3107954030542,12.4264207201574,-29.0971668989514,5.16448068711529,1.1592,0.3383
LEM16-1,6,1953.36925049011,7.3417491585957,12.4867461904427,-29.1232491915475,5.08487826191047,0.9999,0.2999
LEM16-1,6.5,1948.25740445861,7.47630453516928,12.5082241708001,-28.9947958141392,5.069750468615,1.0704,0.3137
LEM16-1,7,1943.14555842711,7.42104667014972,12.4000122197966,-29.1076942840882,5.05357933651079,1.1267,0.3246
LEM16-1,7.5,1937.91056304808,7.38180245205829,12.3324459825642,-29.1967046325207,4.67826967549395,1.08566666666667,0.315566666666667
LEM16-1,8,1932.67556766906,7.39863327630936,12.4139779374377,-29.1524488495727,4.82349333338428,1.029,0.3022
LEM16-1,8.5,1927.75132706738,7.93467576529153,12.4111748525713,-29.2343989308234,4.41280325485676,0.9854,0.2928
LEM16-1,9,1922.82708646569,8.81577120686625,12.4696606673077,-29.079588070294,3.72116237614162,0.9238,0.2785
LEM16-1,9.5,1919.06579607049,9.3352441470964,12.6446367562474,-29.1259653411599,3.81387099504867,0.8909,0.2712
LEM16-1,10,1915.30450567529,10.7608299151172,12.7628299979899,-29.2107071446081,3.08750745352065,0.7175,0.227566666666667
LEM16-1,11,1908.50839028438,11.4009786189371,12.8726319406661,-29.3250862128601,3.05873198940193,0.6499,0.2101
LEM16-1,12,1899.74079011919,11.2509745012901,12.8768384959898,-29.3156543364297,3.08938908749649,0.6326,0.2064
LEM16-1,13,1887.22868476386,12.1381726581225,12.6993986879292,-29.383738863585,2.63775459171427,0.552,0.1824
LEM16-1,14,1868.82845050086,12.7683625566305,12.1871707599093,-29.3559947555127,2.37323060887754,0.4276,0.1386
LEM16-1,15,1850.58050610269,12.7359635865215,12.11612421724,-29.5131486158574,2.39931481897793,0.363966666666667,0.131833333333333
LEM16-1,16,1824.46813816083,12.4273410191264,12.3995234093342,-29.5789056301075,2.60484513218122,0.3017,0.1172
LEM16-1,17,1816.06489499527,12.0865026100135,12.4748279131138,-29.56473445359,2.82560239549413,0.3216,0.126
LEM16-1,18,1807.66165182972,13.6449399943547,12.8869350723621,-29.5026326002323,2.67634309391262,0.3556,0.1271
LEM16-1,19,1799.25840866416,14.7134561440848,12.9335539203059,-29.7737379034369,2.57748771367099,0.3565,0.1314
LEM16-1,20,1790.8551654986,15.6415597304256,12.8999744967799,-29.7002405016321,2.4644116126709,0.3538,0.1313
LEM16-1,21,1782.45192233304,16.9720442503308,13.0317181706507,-29.7297592412315,2.56418779261885,0.327,0.1229
LEM16-1,22,1774.04867916749,17.678566041419,13.0775359643879,-29.7738425102424,2.33678413938218,0.3155,0.1151
LEM16-1,23,1765.64543600193,17.7987984878909,13.035413742659,-29.8027355907991,2.30981542477444,0.2748,0.1089
LEM16-1,24,1757.24219283637,18.27882845397,12.9739473336184,-29.8601421543054,2.13408733997386,0.283,0.1138
MAJ15-1,0,2015.90053763441,NA,NA,NA,NA,0.8394,0.236966666666667
MAJ15-1,0.5,2013.77150666286,16.2693175,15.7775131416511,-28.0817331,1.9796039,0.7693,0.233266666666667
MAJ15-1,1,2011.64247569131,15.2596724,16.2261264533647,-28.0753926,1.9094736,0.8178,0.2409
MAJ15-1,1.5,2008.95337547123,14.1974838,16.2995597879671,-28.0694304,1.9903538,0.827,0.2413
MAJ15-1,2,2006.26427525115,14.2701816,16.182694512492,-28.1024848,2.004687,0.8105,0.2376
MAJ15-1,2.5,2003.44546634225,14.714715,16.1103991547761,-28.0708396,1.9924014,0.812633333333333,0.2406
MAJ15-1,3,2000.62665743335,13.9553172,15.9607193380163,-28.0688266,1.9442828,0.8407,0.2485
MAJ15-1,3.5,1998.24034511826,13.7199969,15.8421000671326,-28.0362698,1.8398552,0.8168,0.2369
MAJ15-1,4,1995.85403280316,13.917566,15.8108684877111,-28.0706974,1.7712606,0.8494,0.2414
MAJ15-1,4.5,1994.02425676228,16.4503861,16.5047891861153,-28.112744,1.4508112,0.7342,0.1999
MAJ15-1,5,1992.19448072139,20.1302436,17.3009663929572,-28.2414056,1.3617406,0.632666666666667,0.189733333333333
MAJ15-1,5.5,1991.03154480838,21.4882129,17.0037050427656,-28.312844,1.5112154,0.5586,0.1725
MAJ15-1,6,1989.86860889536,21.1690389,17.2756837098983,-28.3518122,1.5736672,0.5352,0.1714
MAJ15-1,6.5,1988.29046821727,20.821857,17.2671571473021,-28.1933376,1.4917632,0.685,0.2133
MAJ15-1,7,1986.71232753918,18.8023733,16.6894623342859,-28.2211908,1.6095002,0.6759,0.1983
MAJ15-1,7.5,1984.94734351575,16.9511757,16.3046600584311,-28.3047198,1.927902,0.791766666666667,0.232266666666667
MAJ15-1,8,1983.18235949232,15.0315077,15.7067957895847,-28.1699016,2.3056842,0.867,0.2507
MAJ15-1,8.5,1980.34080733444,13.8854331,15.6983473214039,-28.0045164,2.1203764,0.9058,0.2486
MAJ15-1,9,1977.49925517655,13.419708,15.7095859474111,-27.9651808,2.0487104,0.8912,0.2564
MAJ15-1,9.5,1974.5210040372301,13.3913105,15.6787600637486,-27.8717624,2.1746378,0.8956,0.2657
MAJ15-1,10,1971.54275289792,13.4386734,15.6778588930409,-27.926041,2.132662,0.866533333333333,0.245566666666667
MAJ15-1,11,1964.10565365973,12.9970133,15.4202939973272,-27.9787712,2.0804482,0.8299,0.2417
MAJ15-1,12,1956.66855442154,12.7313796,15.1957685623711,-28.0718794,2.1142336,0.8399,0.2432
MAJ15-1,13,1949.23145518335,13.0967252,14.8837906924864,-27.9249594,1.9514494,0.7921,0.2379
MAJ15-1,14,1941.18284832583,12.781592,15.0323407931736,-27.9289316,1.9094736,0.8302,0.2494
MAJ15-1,15,1933.13424146831,12.6874949,15.2753518268606,-28.0238968,2.060996,0.803266666666667,0.240366666666667
MAJ15-1,16,1925.08563461079,11.7336697,15.3449804062859,-28.0862488,2.0384724,0.8233,0.2449
MAJ15-1,17,1916.2549250876,11.6234049,16.1270540881969,-27.9148568,2.1132098,0.8342,0.251
MAJ15-1,18,1907.42421556442,12.0297985,16.6367304225067,-27.9019434,1.98933,0.9053,0.2725
MAJ15-1,19,1898.59350604123,12.6746036,16.7381823416228,-27.8682172,2.1449476,0.8206,0.2492
MAJ15-1,20,1885.29146460264,13.5618773,17.0557857013322,-27.945092,2.153138,0.832,0.267166666666667
MAJ15-1,21,1871.98942316405,15.5603215,18.2244307501166,-27.8348458,2.1336858,0.7843,0.2434
MAJ15-1,22,1858.68738172546,16.8260274,18.4422752026663,-27.8095188,2.1152574,0.7616,0.2352
MAJ15-1,23,1850.2841385599,17.2389189,17.7089989648215,-27.8637168,2.2022804,0.6444,0.2201
MAJ15-1,24,1841.88089539434,16.4350551,14.9905383432241,-28.1136418,1.9872824,0.3983,0.1423
MAJ15-1,25,1833.47765222879,16.1565879,14.5975966883924,-28.0546456,1.979092,0.361933333333333,0.1264
MAJ15-1,26,1825.07440906323,16.3862473,14.6703739554925,-27.9655368,2.2698512,0.4088,0.1461
MAJ15-1,27,1816.67116589767,15.9947386,14.5715844085234,-27.935627,2.1623522,0.4079,0.1376
MAJ15-1,28,1808.26792273211,15.8084911,14.6718367753228,-27.9446043,2.2488633,0.395,0.1339
MAJ15-1,29,1799.86467956656,15.335339,14.4945274089849,-27.9703278,2.2933986,0.392,0.1377
MAJ15-1,30,1791.461436401,15.5019061,14.4447026466989,-27.9812588,2.183852,0.3698,0.131033333333333
MAJ15-1,31,1783.05819323544,15.7504622,14.5076592205719,-27.9703542,2.1715664,0.3697,0.1291
MAJ15-1,32,1774.65495006988,15.8130971,14.5321905849297,-28.0301746,2.122424,0.3569,0.131
MAJ15-1,33,1766.25170690433,15.8180685,14.5342922543345,-28.088,2.4121594,0.3411,0.1262
MAJ15-1,34,1757.84846373877,15.7630038,14.6050822115923,-27.9939558,2.3793978,0.375,0.1322
MAJ15-1,35,1749.44522057321,15.7634147,14.6751264035752,-28.019516,2.3855406,0.392833333333333,0.1357
MAJ15-1,36,1741.04197740765,15.8484481,14.4853094982026,-28.043719,2.424445,0.4043,0.1359
MAJ15-1,37,1732.6387342421,15.5432357,14.495172405818,-27.9980906,2.4203498,0.4441,0.1394
MAJ15-1,38,1724.23549107654,15.3433136,14.4248000330928,-27.8788714,2.5094204,0.4371,0.1422
MAJ15-1,39,1715.83224791098,15.1335541,14.3349714746123,-27.8927366,2.4684684,0.4236,0.1415
MAJ15-1,40,1707.42900474542,14.8781463,14.5501424389977,-27.9050562,2.5196584,0.428833333333333,0.137766666666667
POC15-2,0,2015.91666666667,NA,NA,NA,NA,0.505733333333333,0.2038
POC15-2,0.5,2015.10682657358,20.1227894,17.4490882857841,-28.4477866,1.0842908,0.562566666666667,0.218433333333333
POC15-2,1,2014.2969864805,NA,NA,NA,NA,0.555933333333333,0.2159
POC15-2,1.5,2012.75189689916,21.5439154,16.8742290098147,-28.5323884,1.559334,0.76035,0.2806
POC15-2,2,2011.20680731782,20.49481,16.7680421961324,-28.506366,1.4446684,0.860366666666667,0.31476666666666703
POC15-2,2.5,2008.83729620911,20.2088734,16.7562386888047,-28.5484642,1.3658358,0.937966666666667,0.3354
POC15-2,3,2006.46778510041,20.14957135,16.5143060462493,-28.6228955,1.3857999,0.9767,0.334933333333333
POC15-2,3.5,2003.12261374845,19.0439434,16.1960384732748,-28.5836066,1.344336,1.02786666666667,0.353733333333333
POC15-2,4,1999.7774423965,17.9301549,16.3787618530331,-28.5088262,1.4805014,1.07883333333333,0.354366666666667
