"Station Name","GREENWOOD A"
"Province","NOVA SCOTIA"
"Latitude","44.98"
"Longitude","-64.92"
"Elevation","28.00"
"Climate Identifier","8202000"
"WMO Identifier","71397"
"TC Identifier","YZX"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1958-02","1958","02","-1.3","","-7.8","","-4.6","","8.9","","-19.4","","41.7","","67.8","","109.5","","5","","16","","84",""
"1958-03","1958","03","4.4","","-1.3","","1.6","","11.7","","-8.9","","5.6","","45.7","","51.3","","0","","7","","68","S"
"1958-04","1958","04","11.8","","2.6","","7.2","","22.8","","-3.9","","48.3","","46.7","","95.0","","0","","7","","105",""
"1958-05","1958","05","16.2","","5.4","","10.8","","23.3","","-2.2","","66.3","","0.3","","66.5","","0","","20","","97",""
"1958-06","1958","06","20.2","","8.8","","14.5","","28.3","","0.6","","52.6","","0.0","","52.6","","0","","23","","80",""
"1958-07","1958","07","25.0","","13.2","","19.1","","31.1","","6.1","","48.0","","0.0","","48.0","","0","",,"","<31",""
"1958-08","1958","08","24.1","","13.1","","18.6","","30.0","S","7.2","S","138.9","","0.0","","138.9","","0","","25","","68",""
"1958-09","1958","09","19.3","","9.1","","14.2","","27.2","","1.7","S","125.7","","0.0","","125.7","","0","","36","","95",""
"1958-10","1958","10","12.5","","3.2","","7.9","","22.2","","-6.1","","45.0","","0.0","T","45.0","","0","","25","","100",""
"1958-11","1958","11","8.1","","-0.4","","3.9","","18.3","","-10.6","","106.2","","20.3","","126.5","","13","","16","","114",""
"1958-12","1958","12","-2.9","","-10.3","","-6.6","","7.8","","-19.4","","30.5","","71.4","","101.9","","13","","25","","89",""
"1959-01","1959","01","-0.9","","-9.6","","-5.3","","14.4","","-21.1","","51.6","","72.4","","124.0","","0","T","16","","97",""
"1959-02","1959","02","-2.4","","-13.7","","-8.1","","10.6","","-24.4","","31.5","","79.8","","111.3","","10","","20","","80","S"
"1959-03","1959","03","3.3","","-5.3","","-1.0","","13.3","","-18.9","","45.7","","34.5","","80.3","","0","T","14","","121",""
"1959-04","1959","04","11.0","","0.4","","5.7","","23.3","","-5.0","","65.5","","0.3","","65.8","","0","","18","","76",""
"1959-05","1959","05","17.6","","6.7","","12.2","","29.4","","0.0","","66.5","","0.0","","66.5","","0","","23","","84",""
"1959-06","1959","06","19.7","","9.8","","14.8","","26.7","","1.7","","143.3","","0.0","","143.3","","0","","16","","63",""
"1959-07","1959","07","27.0","","14.8","","20.9","","31.7","","8.3","","48.8","","0.0","","48.8","","0","","29","","71",""
"1959-08","1959","08","23.9","","14.4","","19.2","","32.2","","2.8","","131.1","","0.0","","131.1","","0","","2","","64",""
"1959-09","1959","09","20.8","","10.0","","15.4","","28.3","S","0.6","","90.2","","0.0","","90.2","","0","","14","","63",""
"1959-10","1959","10","12.9","","4.8","","8.9","","21.7","","-6.7","","191.3","","4.6","","195.8","","0","","16","","97",""
"1959-11","1959","11","8.8","","1.6","","5.2","","21.7","","-5.0","S","181.9","","13.0","","194.8","","0","","18","","121",""
"1959-12","1959","12","2.4","","-3.7","","-0.7","","15.6","","-13.3","","55.6","","39.9","","95.5","","15","","25","","95",""
"1960-01","1960","01","-1.2","","-8.6","","-4.9","","12.2","","-20.0","","33.3","","96.5","","129.8","","18","","25","","105",""
"1960-02","1960","02","2.1","","-4.2","","-1.1","","6.7","S","-20.6","","56.1","","59.2","","115.3","","3","","14","","114",""
"1960-03","1960","03","2.0","","-4.8","","-1.4","","15.6","","-15.6","","13.5","","104.6","","118.1","","3","","36","","129",""
"1960-04","1960","04","9.9","","0.3","","5.1","","22.2","","-7.2","","57.7","","14.0","","71.6","","0","","20","","121",""
"1960-05","1960","05","20.2","","7.0","","13.6","","28.3","","-1.7","","50.3","","0.0","","50.3","","0","","16","","74",""
"1960-06","1960","06","23.8","","11.5","","17.7","","30.6","S","2.8","","61.7","","0.0","","61.7","","0","","27","","80",""
"1960-07","1960","07","25.7","","13.8","","19.8","","31.1","","8.9","","34.0","","0.0","","34.0","","0","","18","","76",""
"1960-08","1960","08","26.4","","13.1","","19.8","","33.9","","8.3","","14.7","","0.0","","14.7","","0","","23","","66",""
"1960-09","1960","09","21.4","","9.2","","15.3","","30.0","S","1.1","","91.7","","0.0","","91.7","","0","","18","","129",""
"1960-10","1960","10","12.6","","3.7","","8.2","","20.0","","-4.4","","82.0","","0.0","","82.0","","0","","25","","116",""
"1960-11","1960","11","8.9","","1.4","","5.2","","19.4","","-6.7","S","62.7","","0.0","T","63.0","","0","","16","","82",""
"1960-12","1960","12","1.7","","-6.6","","-2.5","","13.3","","-17.2","","45.7","","68.1","","107.4","","5","","16","","129",""
"1961-01","1961","01","-3.8","","-11.1","","-7.5","","7.8","","-25.6","","9.1","","71.1","","72.1","","15","","7","","101",""
"1961-02","1961","02","-1.4","","-11.3","","-6.4","","7.2","","-25.6","","36.6","","40.9","","69.9","","10","","36","","84",""
"1961-03","1961","03","1.4","","-5.8","","-2.2","","7.8","","-12.2","S","15.0","","53.3","","70.1","","10","","11","","109",""
"1961-04","1961","04","7.4","","-0.1","","3.7","","16.1","","-5.0","","56.6","","20.1","","75.2","","0","","5","","80",""
"1961-05","1961","05","16.6","","5.8","","11.2","","27.8","","-2.8","","100.3","","0.0","","100.3","","0","","25","","122",""
"1961-06","1961","06","23.1","","11.1","","17.1","","28.9","S","3.3","","136.4","","0.0","","136.4","","0","","27","","89",""
"1961-07","1961","07","24.9","","12.2","","18.6","","31.1","","6.7","","25.7","","0.0","","25.7","","0","","25","","56","S"
"1961-08","1961","08","25.4","","12.7","","19.1","","31.1","S","6.1","","65.0","","0.0","","65.0","","0","","25","","66",""
"1961-09","1961","09","22.7","","11.4","","17.1","","30.6","","0.6","","69.1","","0.0","","69.1","","0","","20","","105",""
"1961-10","1961","10","15.3","","6.1","","10.7","","23.9","","0.6","","120.9","","1.0","","121.9","","0","","2","","105",""
"1961-11","1961","11","9.2","","2.0","","5.6","","22.2","","-6.7","","116.1","","2.0","","117.3","","0","T","7","","77",""
"1961-12","1961","12","2.3","","-3.3","","-0.5","","12.2","","-13.9","","61.2","","78.0","","130.0","","3","","29","","97",""
"1962-01","1962","01","0.4","","-10.2","","-4.9","","12.2","","-20.0","","77.2","","85.9","","143.8","","8","","29","","135",""
"1962-02","1962","02","-3.7","","-14.7","","-9.2","","10.6","S","-25.0","","12.7","","114.6","","84.3","","51","","29","","80",""
"1962-03","1962","03","4.1","","-4.1","","0.0","","19.4","","-13.9","","5.1","","57.4","","54.6","","0","T","34","","98",""
"1962-04","1962","04","10.1","","0.6","","5.4","","16.7","S","-4.4","","138.4","","30.7","","173.2","","0","","23","","97",""
"1962-05","1962","05","16.4","","3.7","","10.1","","27.8","","-3.3","","17.8","","0.0","T","17.8","","0","","25","","113",""
"1962-06","1962","06","22.4","","8.9","","15.7","","32.2","","3.3","","78.7","","0.0","","78.7","","0","","25","","72",""
"1962-07","1962","07","21.1","","11.2","","16.2","","28.9","","6.7","S","125.2","","0.0","","125.2","","0","","25","","72",""
"1962-08","1962","08","23.1","","12.4","","17.8","","28.3","","3.9","","147.6","","0.0","","147.6","","0","","23","","68",""
"1962-09","1962","09","17.8","","7.8","","12.8","","24.4","","1.7","","164.6","","0.0","","164.6","","0","","7","","89",""
"1962-10","1962","10","13.4","","4.2","","8.8","","21.7","S","-1.7","","63.2","","0.0","T","63.2","","0","","27","","111",""
"1962-11","1962","11","7.7","","-0.9","","3.4","","21.1","","-8.9","","180.3","","11.4","","193.5","","0","T","25","","124",""
"1962-12","1962","12","2.3","","-8.2","","-3.0","","16.1","","-18.9","","37.8","","48.5","","64.0","","5","","11","","161",""
"1963-01","1963","01","1.2","","-6.3","","-2.6","","8.9","S","-17.2","","50.3","","59.7","","103.6","","5","","14","","161",""
"1963-02","1963","02","-2.5","","-12.2","","-7.4","","8.3","","-22.2","","23.6","","84.6","","87.6","","10","","16","","129",""
"1963-03","1963","03","2.2","","-6.9","","-2.4","","13.3","","-15.6","","12.2","","46.5","","57.9","","0","T","14","","161",""
"1963-04","1963","04","7.3","","-1.2","","3.1","","17.2","","-7.8","","69.3","","58.7","","134.4","","0","","32","","116",""
"1963-05","1963","05","16.8","","3.2","","10.0","","26.1","","-3.3","","60.2","","5.8","","66.0","","0","","16","","116",""
"1963-06","1963","06","23.2","","8.1","","15.7","","32.8","","1.1","","36.1","","0.0","","36.1","","0","","16","","93",""
"1963-07","1963","07","26.8","","14.6","","20.7","","35.0","","9.4","","73.2","","0.0","","73.2","","0","","20","","90",""
"1963-08","1963","08","22.9","","11.3","","17.1","","28.9","","5.6","S","107.4","","0.0","","107.4","","0","","16","","108",""
"1963-09","1963","09","18.6","","5.8","","12.2","","25.6","","-1.1","","78.2","","0.0","","78.2","","0","","27","","109",""
"1963-10","1963","10","16.3","","2.4","","9.4","","23.9","S","-7.2","","101.3","","0.0","","101.3","","0","","18","","161",""
"1963-11","1963","11","9.7","","1.5","","5.6","","18.3","","-7.2","","116.1","","2.3","","118.4","","0","","25","","126","S"
"1963-12","1963","12","-3.2","","-12.2","","-7.7","","10.6","","-25.6","","23.6","","116.6","","142.7","","41","","27","","129",""
"1964-01","1964","01","0.1","","-9.2","","-4.6","","10.0","","-20.0","S","35.6","","53.6","","88.9","","13","","16","","161",""
"1964-02","1964","02","-1.0","","-10.4","","-5.7","","5.0","S","-21.7","","22.1","","92.2","","113.5","","33","","34","","105",""
"1964-03","1964","03","2.7","","-6.7","","-2.0","","13.3","","-24.4","","15.5","","40.9","","52.8","","5","","18","","132",""
"1964-04","1964","04","9.5","","-2.7","","3.4","","18.3","","-12.2","","64.3","","19.3","","83.1","","0","","29","","80",""
"1964-05","1964","05","18.3","","3.8","","11.1","","31.7","","-4.4","","40.4","","0.0","","40.4","","0","","25","","111",""
"1964-06","1964","06","20.7","","8.2","","14.5","","30.6","","2.2","","67.1","","0.0","","67.1","","0","","25","","101",""
"1964-07","1964","07","24.1","","13.2","","18.7","","32.8","","10.0","S","90.7","","0.0","","90.7","","0","","25","","80","S"
"1964-08","1964","08","22.2","","9.8","","16.0","","30.0","","3.9","","108.7","","0.0","","108.7","","0","","27","","92",""
"1964-09","1964","09","18.8","","5.2","","12.0","","26.7","","-2.8","","90.7","","0.0","","90.7","","0","","20","","101",""
"1964-10","1964","10","13.3","","3.8","","8.6","","21.7","","-2.2","S","94.2","","0.0","","94.2","","0","","23","","122",""
"1964-11","1964","11","6.6","","-2.3","","2.2","","15.6","S","-11.7","","31.0","","33.0","","66.5","","0","","14","","74",""
"1964-12","1964","12","2.5","","-6.3","","-1.9","","16.1","S","-18.3","","101.3","","94.5","","194.8","","3","","29","","101",""
"1965-01","1965","01","-2.8","","-11.1","","-7.0","","8.9","","-23.9","","13.5","","98.3","","101.6","","46","","27","","87",""
"1965-02","1965","02","-1.5","","-11.9","","-6.7","","7.8","","-27.2","","37.6","","57.9","","95.8","","3","","14","","140",""
"1965-03","1965","03","1.9","","-5.1","","-1.6","","7.8","S","-10.0","S","7.1","","19.8","","26.2","","0","T","29","","93",""
"1965-04","1965","04","8.1","","-2.1","","3.0","","19.4","","-7.8","","25.1","","15.0","","40.1","","0","","36","","69",""
"1965-05","1965","05","15.4","","3.1","","9.3","","22.2","S","-3.9","","38.1","","0.0","","38.1","","0","","27","","68",""
"1965-06","1965","06","23.3","","8.2","","15.8","","32.2","","2.8","S","26.7","","0.0","","26.7","","0","","27","","93",""
"1965-07","1965","07","25.4","","10.3","","17.9","","28.9","","3.9","S","48.0","","0.0","","48.0","","0","","18","","66",""
"1965-08","1965","08","24.7","","11.6","","18.2","","32.8","","2.2","","67.8","","0.0","","67.8","","0","","25","","64","S"
"1965-09","1965","09","20.3","","5.0","","12.7","","31.7","","-2.8","","13.0","","0.0","","13.0","","0","","16","","60",""
"1965-10","1965","10","13.4","","1.5","","7.5","","22.8","","-3.3","S","90.9","","6.4","","97.3","","0","","20","","80",""
"1965-11","1965","11","6.2","","-2.7","","1.8","","16.1","","-9.4","","51.3","","5.6","","57.2","","3","","16","","97",""
"1965-12","1965","12","0.8","","-7.4","","-3.3","","12.2","","-17.8","S","31.8","","43.2","","72.9","","5","","2","","72",""
"1966-01","1966","01","-0.2","","-7.2","","-3.7","","6.7","","-15.0","","26.2","","68.3","","90.4","","30","","27","","100",""
"1966-02","1966","02","-0.8","","-10.1","","-5.5","","8.9","","-23.3","","13.2","","34.8","","47.2","","15","","36","","97",""
"1966-03","1966","03","5.4","","-3.9","","0.8","","15.6","","-12.2","","60.7","","25.9","","82.6","","0","T","14","","82",""
"1966-04","1966","04","8.9","","-2.6","","3.2","","15.6","","-6.1","S","11.9","","3.8","","15.5","","0","","27","","100",""
"1966-05","1966","05","16.4","","3.1","","9.8","","29.4","","-5.0","","69.1","","8.4","","77.5","","0","","27","","95",""
"1966-06","1966","06","22.2","","9.1","","15.7","","28.3","","2.8","","50.0","","0.0","","50.0","","0","","27","","68",""
"1966-07","1966","07","25.4","","10.4","","17.9","","31.1","","4.4","","77.5","","0.0","","77.5","","0","","32","","93",""
"1966-08","1966","08","25.2","","11.3","","18.3","","31.7","","5.6","","20.3","","0.0","","20.3","","0","","25","","69",""
"1966-09","1966","09","19.2","","5.2","","12.2","","27.2","","-1.1","","89.4","","0.0","","89.4","","0","","14","","77",""
"1966-10","1966","10","14.7","","2.4","","8.6","","21.7","","-3.9","","134.4","","0.0","","134.4","","0","","27","","105",""
"1966-11","1966","11","10.1","","1.6","","5.9","","17.8","S","-9.4","","53.6","","1.8","","55.4","","0","","16","","89",""
"1966-12","1966","12","3.1","","-3.9","","-0.4","","17.2","","-10.6","S","48.0","","25.4","","75.9","","0","T","16","","87",""
"1967-01","1967","01","0.3","","-8.1","","-3.9","","7.2","","-17.2","","16.0","","50.0","","84.8","","5","","27","","77",""
"1967-02","1967","02","-2.2","","-14.1","","-8.2","","9.4","","-26.7","","26.2","","87.1","","112.0","","20","","25","","105",""
"1967-03","1967","03","-0.1","","-10.1","","-5.1","","7.8","","-20.6","","38.4","","67.3","","109.0","","13","","2","","72",""
"1967-04","1967","04","6.9","","-4.0","","1.5","","13.3","","-9.4","","31.0","","14.7","","47.5","","0","T","7","","100",""
"1967-05","1967","05","12.7","","2.2","","7.5","","17.8","","-1.7","","120.7","","0.0","T","120.7","","0","","9","","77",""
"1967-06","1967","06","23.9","","9.2","","16.6","","30.0","","2.2","","27.2","","0.0","","27.2","","0","","25","","61",""
"1967-07","1967","07","26.4","","15.3","","20.9","","28.9","S","11.1","","67.1","","0.0","","67.1","","0","","18","","68",""
"1967-08","1967","08","25.6","","13.7","","19.7","","29.4","S","5.0","","59.4","","0.0","","59.4","","0","","23","","68",""
"1967-09","1967","09","20.5","","7.4","","14.0","","27.2","","-1.1","","82.3","","0.0","","82.3","","0","","27","","64","S"
"1967-10","1967","10","14.2","","3.6","","8.9","","21.1","S","-3.9","S","92.7","","0.0","","92.7","","0","","18","","77",""
"1967-11","1967","11","7.4","","-0.6","","3.4","","21.1","","-10.0","","71.1","","26.7","","99.1","","0","","23","","106",""
"1967-12","1967","12","1.7","","-6.7","","-2.5","","10.6","","-17.2","","143.5","","50.3","","194.6","","0","T","11","","76",""
"1968-01","1968","01","-3.4","","-12.6","","-8.0","","7.2","","-21.7","","29.7","","77.5","","89.2","","15","","32","","89",""
"1968-02","1968","02","-3.1","","-13.8","","-8.5","","10.0","","-22.2","S","9.9","","41.9","","50.3","","18","","27","","109",""
"1968-03","1968","03","5.3","","-4.5","","0.4","","15.0","S","-16.7","","78.2","","20.8","","103.9","","0","","18","","76",""
"1968-04","1968","04","11.9","","-0.4","","5.8","","21.1","S","-5.6","","58.4","","0.0","","58.4","","0","","29","","77",""
"1968-05","1968","05","15.6","","2.5","","9.1","","21.7","","-2.2","S","62.7","","0.0","","62.7","","0","","2","","63",""
"1968-06","1968","06","20.2","","8.1","","14.2","","26.7","","1.7","","185.9","","0.0","","185.9","","0","","9","","60",""
"1968-07","1968","07","26.7","","12.8","","19.8","","31.1","S","5.6","","29.2","","0.0","","29.2","","0","","25","","64",""
"1968-08","1968","08","23.2","","10.0","","16.6","","30.0","","2.8","","42.2","","0.0","","42.2","","0","","29","","74",""
"1968-09","1968","09","21.8","","8.8","","15.3","","28.9","","0.6","","36.3","","0.0","","36.3","","0","","25","","56",""
"1968-10","1968","10","16.3","","5.9","","11.1","","26.7","","-1.7","","139.2","","0.0","T","139.2","","0","","27","","95",""
"1968-11","1968","11","5.9","","-2.1","","1.9","","15.0","","-7.2","S","119.4","","29.7","","147.1","","0","T","27","","77",""
"1968-12","1968","12","2.2","","-5.4","","-1.6","","13.9","","-20.0","","58.7","","78.2","","90.9","","10","","14","","114",""
"1969-01","1969","01","0.2","","-8.2","","-4.0","","8.9","S","-20.0","","57.7","","85.9","","106.4","","8","","14","","93",""
"1969-02","1969","02","0.8","","-6.2","","-2.7","","7.8","","-16.1","S","13.2","","45.5","","59.2","","15","","7","","90",""
"1969-03","1969","03","3.3","","-5.7","","-1.2","","11.1","","-16.7","","56.1","","12.2","","67.6","","0","T","27","","97","S"
"1969-04","1969","04","9.7","","-1.3","","4.2","","22.8","","-10.0","","101.6","","6.1","","107.7","","0","","23","","101",""
"1969-05","1969","05","15.9","","3.3","","9.6","","26.7","","-2.2","","103.9","","0.3","","104.1","","0","","25","","85",""
"1969-06","1969","06","23.7","","9.1","","16.4","","31.1","","2.2","","54.9","","0.0","","54.9","","0","","20","","56",""
"1969-07","1969","07","24.6","","11.4","","18.0","","32.2","","4.4","","46.7","","0.0","","46.7","","0","","18","","60",""
"1969-08","1969","08","25.1","","12.2","","18.7","","30.6","","5.0","S","64.3","","0.0","","64.3","","0","","23","","60","S"
"1969-09","1969","09","20.2","","8.9","","14.6","","32.2","","-1.1","","75.2","","0.0","","75.2","","0","","14","","109",""
"1969-10","1969","10","12.9","","2.5","","7.7","","22.8","","-7.2","","41.7","","14.5","","59.7","","0","","36","","85",""
"1969-11","1969","11","9.8","","1.0","","5.4","","19.4","","-10.0","","63.5","","4.6","","69.6","","3","","14","","72",""
"1969-12","1969","12","4.2","","-3.1","","0.6","","16.1","","-12.8","","81.8","","30.7","","107.7","","0","","16","","92",""
"1970-01","1970","01","-5.2","","-12.7","","-9.0","","6.7","","-20.0","","0.8","","64.3","","28.2","","8","","16","","77",""
"1970-02","1970","02","1.4","","-10.4","","-4.5","","12.8","S","-19.4","","54.6","","29.2","","71.4","","3","","18","","109",""
"1970-03","1970","03","3.1","","-5.1","","-1.0","","12.2","","-15.0","","15.2","","62.0","","56.6","","0","T","16","","82",""
"1970-04","1970","04","9.2","","-1.4","","3.9","","25.0","","-6.7","S","38.6","","21.6","","62.2","","0","","16","","109",""
"1970-05","1970","05","17.9","","5.2","","11.6","","26.1","","-1.7","","77.7","","0.0","","77.7","","0","","25","","64",""
"1970-06","1970","06","22.6","","9.7","","16.2","","29.4","","0.6","","49.5","","0.0","","49.5","","0","","27","","68",""
"1970-07","1970","07","26.4","","12.8","","19.6","","32.8","","3.3","","90.7","","0.0","","90.7","","0","","25","","76",""
"1970-08","1970","08","25.3","","13.2","","19.3","","31.7","S","7.2","","106.7","","0.0","","106.7","","0","","18","","53",""
"1970-09","1970","09","18.3","","8.1","","13.2","","25.6","","0.6","S","64.3","","0.0","","64.3","","0","","16","","74",""
"1970-10","1970","10","14.7","","5.0","","9.9","","23.3","","-3.9","","127.0","","2.5","","129.5","","0","","16","","69",""
"1970-11","1970","11","8.4","","-0.3","","4.1","","16.1","S","-7.2","","115.6","","3.8","","119.4","","0","","2","","74",""
"1970-12","1970","12","-2.0","","-10.6","","-6.3","","8.9","","-24.4","","17.8","","185.2","","154.7","","56","","5","","111",""
"1971-01","1971","01","-3.6","","-12.4","","-8.0","","7.8","","-25.6","","43.7","","88.1","","97.0","","28","","14","","101",""
"1971-02","1971","02","-0.1","","-9.8","","-5.0","","13.3","S","-30.0","","35.8","","66.8","","85.1","","0","T","16","","89",""
"1971-03","1971","03","3.9","","-4.1","","-0.1","","14.4","","-11.1","","27.7","","80.3","","93.2","","3","","25","","84",""
"1971-04","1971","04","10.1","","0.3","","5.2","","18.9","S","-3.3","S","22.4","","39.4","","56.1","","0","","18","","90",""
"1971-05","1971","05","17.4","","5.9","","11.7","","25.0","","0.6","S","139.7","","0.0","","139.7","","0","","20","","63",""
"1971-06","1971","06","22.4","","8.4","","15.4","","30.6","","1.7","","29.7","","0.0","","29.7","","0","","23","","69",""
"1971-07","1971","07","26.0","","12.3","","19.2","","32.8","","5.6","","74.4","","0.0","","74.4","","0","","25","","82",""
"1971-08","1971","08","24.2","","12.3","","18.3","","32.2","","4.4","","187.7","","0.0","","187.7","","0","","36","","72",""
"1971-09","1971","09","21.2","","8.8","","15.0","","28.3","","-2.8","","49.0","","0.0","","49.0","","0","","25","","64",""
"1971-10","1971","10","15.9","","2.4","","9.2","","22.8","","-6.7","","30.2","","0.0","","30.2","","0","","20","","80",""
"1971-11","1971","11","6.7","","-1.3","","2.7","","17.8","","-10.0","","85.6","","34.0","","135.9","","8","","2","","80",""
"1971-12","1971","12","1.1","","-8.4","","-3.7","","9.4","","-22.8","","59.2","","60.7","","98.6","","15","","20","","85",""
"1972-01","1972","01","1.1","","-11.3","","-5.1","","14.4","","-27.8","","86.6","","74.4","","128.3","","8","","27","","113",""
"1972-02","1972","02","-1.5","","-12.8","","-7.2","","9.4","","-22.8","","37.8","","101.3","","111.0","","23","","14","","116",""
"1972-03","1972","03","2.1","","-7.6","","-2.8","","12.8","","-16.1","","80.8","","80.8","","141.5","","3","","20","","79","S"
"1972-04","1972","04","6.6","","-2.6","","2.0","","18.9","","-7.8","","12.4","","79.5","","76.7","","0","","23","","80",""
"1972-05","1972","05","17.7","","4.3","","11.0","","29.4","","-5.6","","81.8","","18.8","","96.8","","0","","25","","85",""
"1972-06","1972","06","22.7","","10.2","","16.5","","28.3","","1.7","","84.6","","0.0","","84.6","","0","","16","","80",""
"1972-07","1972","07","25.1","","12.6","","18.9","","32.2","","6.7","","62.0","","0.0","","62.0","","0","","23","","61",""
"1972-08","1972","08","24.5","","10.4","","17.5","","28.9","","2.8","","67.3","","0.0","","67.3","","0","","27","","55",""
"1972-09","1972","09","20.4","","7.4","","13.9","","28.3","","0.0","S","104.9","","0.0","","104.9","","0","","11","","85",""
"1972-10","1972","10","11.8","","1.8","","6.8","","22.2","","-6.7","","128.0","","8.1","","132.6","","0","","11","","109",""
"1972-11","1972","11","5.4","","-1.9","","1.8","","16.7","","-7.2","S","151.9","","30.2","","182.1","","0","","14","","93",""
"1972-12","1972","12","1.0","","-8.4","","-3.7","","17.8","","-18.9","","64.3","","74.4","","123.4","","13","","27","","109",""
"1973-01","1973","01","0.3","","-9.2","","-4.5","","14.4","","-21.1","","31.2","","43.7","","61.7","","8","","23","","97",""
"1973-02","1973","02","-0.9","","-10.7","","-5.8","","13.9","","-26.1","","37.6","","88.6","","114.3","","20","","16","","108",""
"1973-03","1973","03","6.6","","-4.7","","1.0","","14.4","S","-22.2","","77.7","","13.7","","94.5","","0","","2","","77",""
"1973-04","1973","04","10.1","","-0.1","","5.0","","22.2","","-7.2","","59.7","","6.4","","65.5","","0","","25","","87",""
"1973-05","1973","05","14.9","","5.3","","10.1","","23.9","","1.1","","58.2","","0.0","T","58.2","","0","","14","","87",""
"1973-06","1973","06","23.4","","12.0","","17.7","","30.0","S","4.4","","121.4","","0.0","","121.4","","0","","36","","85",""
"1973-07","1973","07","26.5","","15.7","","21.1","","32.2","","10.0","","230.4","","0.0","","230.4","","0","","23","","60",""
"1973-08","1973","08","24.7","","14.4","","19.6","","30.6","","4.4","","83.3","","0.0","","83.3","","0","","23","","48",""
"1973-09","1973","09","19.2","","6.3","","12.8","","27.8","","-1.1","S","30.5","","0.0","","30.5","","0","","16","","69",""
"1973-10","1973","10","14.0","","1.9","","8.0","","22.8","","-7.2","","72.9","","0.0","","72.9","","0","","27","","84",""
"1973-11","1973","11","6.4","","0.0","","3.2","","16.7","","-8.3","","78.0","","1.5","","79.5","","0","","23","","100","S"
"1973-12","1973","12","6.5","","-2.8","","1.9","","17.2","","-16.1","","149.9","","14.0","","161.3","","0","","18","","109",""
"1974-01","1974","01","-0.5","","-10.3","","-5.4","","12.8","","-22.8","S","68.1","","54.6","","108.2","","0","T","27","","97",""
"1974-02","1974","02","-1.2","","-13.0","","-7.1","","12.8","","-22.2","S","48.8","","85.9","","118.6","","8","","27","","109",""
"1974-03","1974","03","3.6","","-6.0","","-1.2","","13.9","","-14.4","","46.2","","25.4","","63.5","","0","T","14","","90",""
"1974-04","1974","04","10.2","","0.3","","5.3","","21.1","","-3.9","S","63.0","","22.9","","87.9","","0","","16","","72",""
"1974-05","1974","05","12.9","","2.7","","7.8","","28.9","","-2.8","S","78.0","","16.5","","94.5","","0","","29","","64",""
"1974-06","1974","06","22.8","","8.9","","15.9","","30.0","","1.7","","42.7","","0.0","","42.7","","0","","25","","50",""
"1974-07","1974","07","23.6","","11.2","","17.4","","29.4","","6.7","S","86.9","","0.0","","86.9","","0","","23","","58",""
"1974-08","1974","08","25.6","","11.6","","18.6","","30.6","","4.4","","81.3","","0.0","","81.3","","0","","25","","63",""
"1974-09","1974","09","19.5","","7.7","","13.6","","25.6","","-2.2","","145.0","","0.0","","145.0","","0","","16","","72",""
"1974-10","1974","10","11.4","","0.1","","5.8","","25.6","","-8.3","","108.2","","29.5","","137.7","","0","","36","","89",""
"1974-11","1974","11","7.7","","-0.7","","3.5","","18.3","","-7.2","","113.8","","14.5","","128.3","","3","","29","","116",""
"1974-12","1974","12","3.0","","-4.4","","-0.7","","15.0","","-12.2","","65.0","","24.1","","81.5","","3","","29","","98",""
"1975-01","1975","01","-0.4","","-9.8","","-5.1","","11.1","","-20.6","","50.3","","121.9","","154.4","","25","","16","","103",""
"1975-02","1975","02","-2.3","","-10.4","","-6.4","","8.9","","-20.0","S","24.1","","81.0","","76.7","","15","","27","","87",""
"1975-03","1975","03","2.4","","-7.0","","-2.3","","11.1","","-20.6","","55.1","","127.5","","147.6","","10","","27","","93",""
"1975-04","1975","04","7.2","","-0.8","","3.2","","13.9","","-9.4","","13.5","","29.5","","40.9","","0","","25","","111",""
"1975-05","1975","05","17.2","","3.8","","10.5","","26.7","","-3.9","","48.8","","0.0","","48.8","","0","","5","","85",""
"1975-06","1975","06","23.0","","8.0","","15.5","","33.9","","0.6","","51.3","","0.0","","51.3","","0","","11","","74",""
"1975-07","1975","07","27.4","","15.1","","21.3","","32.8","","2.8","","88.1","","0.0","","88.1","","0","","29","","77",""
"1975-08","1975","08","24.2","","11.8","","18.0","","32.2","","3.9","","23.9","","0.0","","23.9","","0","","27","","66",""
"1975-09","1975","09","19.8","","7.6","","13.7","","23.9","","1.7","","107.7","","0.0","","107.7","","0","","20","","82",""
"1975-10","1975","10","13.4","","1.9","","7.7","","23.9","","-6.1","","108.0","","1.0","","109.0","","0","","36","","87",""
"1975-11","1975","11","10.6","","-0.2","","5.2","","21.7","S","-9.4","","98.0","","8.4","","108.7","","0","","14","","108",""
