"Station Name","GREENWOOD A"
"Province","NOVA SCOTIA"
"Latitude","44.98"
"Longitude","-64.92"
"Elevation","28.00"
"Climate Identifier","8202000"
"WMO Identifier","71397"
"TC Identifier","YZX"

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1975-12","1975","12","2.1","","-8.6","","-3.3","","17.2","","-17.8","","88.4","","65.3","","141.2","","8","","27","","111",""
"1976-01","1976","01","-0.8","","-11.5","","-6.2","","15.6","S","-25.6","","68.3","","102.4","","154.2","","3","","27","","119",""
"1976-02","1976","02","2.8","","-8.3","","-2.8","","16.1","","-18.9","","86.6","","49.5","","127.0","","5","","23","","188",""
"1976-03","1976","03","4.9","","-5.3","","-0.2","","18.9","","-13.3","","31.5","","58.9","","81.8","","0","","16","","108","S"
"1976-04","1976","04","10.7","","0.2","","5.5","","22.8","","-7.8","","73.4","","8.9","","81.0","","0","","2","","87",""
"1976-05","1976","05","17.4","","5.6","","11.5","","27.2","","0.6","","93.7","","0.0","","93.7","","0","","16","","122",""
"1976-06","1976","06","24.2","","11.0","","17.6","","32.8","","-0.6","","45.5","","0.0","","45.5","","0","","23","","84",""
"1976-07","1976","07","24.2","","12.8","","18.5","","31.1","S","6.1","","146.8","","0.0","","146.8","","0","","25","","76",""
"1976-08","1976","08","25.4","","12.3","","18.9","","34.4","","1.1","","77.5","","0.0","","77.5","","0","","20","","85","S"
"1976-09","1976","09","19.5","","7.6","","13.6","","27.2","","-0.6","S","72.6","","0.0","","72.6","","0","","16","","69",""
"1976-10","1976","10","13.6","","2.2","","7.9","","23.3","S","-3.9","S","138.9","","5.3","","144.3","","0","","14","","145",""
"1976-11","1976","11","5.9","","-0.8","","2.6","","16.1","","-6.7","","63.8","","8.9","","69.9","","0","T","29","","98",""
"1976-12","1976","12","1.8","","-10.5","","-4.4","","13.3","","-18.9","","110.5","","87.9","","183.6","","23","","14","","148",""
"1977-01","1977","01","-2.5","","-12.6","","-7.6","","8.5","","-23.2","","46.1","","73.6","","101.6","","41","","13","","137",""
"1977-02","1977","02","-0.7","","-9.2","","-5.0","","8.5","","-15.9","","20.4","","50.8","","56.0","","35","","26","","76",""
"1977-03","1977","03","5.1","","-3.1","","1.0","","15.1","","-11.9","","30.4","","75.0","","97.4","","2","","1","","78",""
"1977-04","1977","04","9.7","","-1.4","","4.2","","25.5","","-8.3","","56.8","","5.4","","61.8","","0","","29","","111",""
"1977-05","1977","05","17.2","","3.1","","10.2","","33.0","","-6.4","","83.3","","7.2","","90.6","","0","","27","","74",""
"1977-06","1977","06","19.4","","10.1","","14.8","","29.2","","3.7","","107.8","","0.0","","107.8","","0","","16","","70",""
"1977-07","1977","07","25.6","","12.3","","19.0","","32.1","","6.1","","127.8","","0.0","","127.8","","0","","25","S","70","S"
"1977-08","1977","08","25.0","","12.2","","18.6","","32.8","","4.5","","102.5","","0.0","","102.5","","0","","15","","72",""
"1977-09","1977","09","18.5","","6.9","","12.7","","25.4","S","-1.6","","165.9","","0.0","","165.9","","0","","33","S","74","S"
"1977-10","1977","10","14.0","","2.8","","8.4","","21.3","","-4.0","","123.0","","0.0","","123.0","","0","","12","","81",""
"1977-11","1977","11","9.7","","-0.6","","4.6","","21.9","","-8.9","","83.0","","8.4","","93.1","","0","T","21","","78",""
"1977-12","1977","12","2.1","","-6.2","","-2.1","","12.9","","-23.0","","60.7","","69.8","","120.9","","11","","27","","80",""
"1978-01","1978","01","-0.9","","-10.7","","-5.8","","15.7","","-21.5","","128.2","","110.6","","202.7","","17","","15","","130",""
"1978-02","1978","02","-2.4","","-11.1","","-6.8","","4.4","","-22.6","S","0.4","","54.8","","34.8","","7","","8","","94",""
"1978-03","1978","03","2.4","","-8.2","","-2.9","","11.8","","-21.6","","22.6","","41.6","","54.3","","0","T","27","","104",""
"1978-04","1978","04","7.6","","-1.5","","3.1","","15.0","","-9.5","","47.6","","22.4","","73.2","","0","","16","","85",""
"1978-05","1978","05","19.7","","4.6","","12.2","","29.9","","-3.6","","25.6","","0.0","T","25.6","","0","","25","","72",""
"1978-06","1978","06","22.2","","8.6","","15.4","","28.4","","-0.2","","112.9","","0.0","","112.9","","0","","27","","70",""
"1978-07","1978","07","25.3","","11.3","","18.3","","32.0","","5.5","","43.7","","0.0","","43.7","","0","","24","","63",""
"1978-08","1978","08","25.9","","11.5","","18.7","","30.4","S","0.2","","60.3","","0.0","","60.3","","0","","21","","59",""
"1978-09","1978","09","18.1","","4.3","","11.2","","26.2","","-2.5","","104.4","","0.0","","104.4","","0","","26","","56",""
"1978-10","1978","10","13.3","","1.4","","7.4","","22.2","","-5.4","","85.5","","0.2","","85.7","","0","","31","","81",""
"1978-11","1978","11","6.6","","-6.2","","0.2","","16.9","","-16.2","","35.8","","7.2","","40.1","","3","","19","","93",""
"1978-12","1978","12","1.4","","-8.0","","-3.3","","12.0","","-17.5","","41.6","","74.4","","95.4","","16","","29","","83",""
"1979-01","1979","01","1.4","","-7.4","","-3.0","","16.8","","-18.2","","181.0","","29.8","","197.1","","0","","20","","113",""
"1979-02","1979","02","-4.3","","-11.6","","-8.0","","10.0","","-21.6","","61.8","","27.2","","88.2","","0","T","29","","78",""
"1979-03","1979","03","7.0","","-3.9","","1.6","","19.2","","-14.1","","86.8","","16.0","","96.9","","0","","16","","98",""
"1979-04","1979","04","10.1","","0.3","","5.2","","22.9","","-4.3","","68.7","","11.4","","84.5","","0","","15","","80",""
"1979-05","1979","05","17.9","","6.9","","12.4","","23.7","","0.0","","143.3","","0.0","","143.3","","0","","26","","76",""
"1979-06","1979","06","22.8","","9.1","","16.0","","31.3","","1.2","","49.5","","0.0","","49.5","","0","","24","","69",""
"1979-07","1979","07","25.9","","13.4","","19.7","","30.5","","4.0","","118.5","","0.0","","118.5","","0","","28","","70",""
"1979-08","1979","08","22.2","","12.2","","17.2","","29.0","","4.8","","170.6","","0.0","","170.6","","0","","28","S","63","S"
"1979-09","1979","09","20.2","","7.0","","13.6","","27.0","","-1.4","","89.4","","0.0","","89.4","","0","","25","","87",""
"1979-10","1979","10","13.4","","4.2","","8.8","","24.3","","-4.0","","124.7","","0.6","","127.7","","0","","26","","91",""
"1979-11","1979","11","10.1","","1.6","","5.9","","19.6","","-8.5","","141.2","","0.4","","141.6","","0","","26","","80",""
"1979-12","1979","12","2.3","","-6.7","","-2.2","","15.1","","-22.8","","93.0","","33.0","","117.0","","5","","28","","83",""
"1980-01","1980","01","-0.9","","-9.9","","-5.4","","12.6","","-19.4","","40.4","","28.4","","61.0","","16","","19","","93",""
"1980-02","1980","02","-2.1","","-10.6","","-6.4","","6.5","","-17.5","","2.2","","27.6","","17.0","","17","","26","","80",""
"1980-03","1980","03","3.1","","-7.1","","-2.0","","11.6","","-23.6","","89.9","","19.9","","108.7","","0","T","26","S","89","S"
"1980-04","1980","04","11.8","","-0.2","","5.8","","18.3","","-7.5","","56.8","","0.6","","57.4","","0","","15","","109",""
"1980-05","1980","05","16.3","","3.8","","10.1","","22.0","","-0.6","","22.6","","0.0","","22.6","","0","","34","","63",""
"1980-06","1980","06","21.1","","7.6","","14.4","","31.7","","1.1","","107.6","","0.0","","107.6","","0","","25","","70",""
"1980-07","1980","07","24.0","","12.6","","18.3","","29.4","","5.8","","120.3","","0.0","","120.3","","0","","27","","63",""
"1980-08","1980","08","25.3","","11.9","","18.6","","30.4","","4.5","","47.9","","0.0","","47.9","","0","","24","S","69","S"
"1980-09","1980","09","19.1","","6.9","","13.0","","28.2","","-1.8","S","81.4","","0.0","","81.4","","0","","25","","78",""
"1980-10","1980","10","12.7","","3.9","","8.3","","24.2","","-6.2","","118.4","","0.0","T","118.4","","0","","14","","106",""
"1980-11","1980","11","5.8","","-0.7","","2.6","","13.9","","-5.1","","96.6","","26.2","","140.7","","0","","12","","94",""
"1980-12","1980","12","-0.6","","-10.5","","-5.6","","11.4","","-23.2","","72.0","","88.6","","134.8","","19","","27","","94",""
"1981-01","1981","01","-3.4","","-13.1","","-8.3","","8.3","","-22.6","","30.4","","135.0","","120.2","","62","","16","","85",""
"1981-02","1981","02","5.0","","-6.3","","-0.7","","14.7","","-19.3","","32.3","","14.6","","43.7","","0","","16","","94",""
"1981-03","1981","03","4.7","","-4.0","","0.4","","17.8","","-12.1","","55.0","","58.2","","97.3","","0","","24","","78",""
"1981-04","1981","04","11.7","","0.3","","6.0","","23.1","","-7.7","S","84.9","","6.4","","90.9","","0","","26","","100",""
"1981-05","1981","05","18.1","","5.8","","12.0","","26.7","","-1.8","","75.1","","0.6","","75.7","","0","","3","","65","E"
"1981-06","1981","06","22.2","","9.6","","15.9","","26.6","","3.3","","103.6","","0.0","","103.6","","0","","27","","67","E"
"1981-07","1981","07","24.4","","12.3","","18.4","","29.3","","6.6","","89.1","","0.0","","89.1","","0","","24","","74","E"
"1981-08","1981","08","24.0","","10.3","","17.2","","30.2","","3.1","","37.8","","0.0","","37.8","","0","","4","","52",""
"1981-09","1981","09","19.3","","7.9","","13.6","","26.4","","0.9","","100.1","","0.0","T","100.1","","0","","27","","93",""
"1981-10","1981","10","13.4","","1.6","","7.5","","20.1","","-5.5","","165.2","","0.0","","165.2","","0","","27","S","89","S"
"1981-11","1981","11","7.4","","0.6","","4.0","","16.2","","-8.0","","125.9","","4.4","","130.3","","0","T","29","","83",""
"1981-12","1981","12","3.6","","-2.5","","0.6","","15.6","S","-13.6","","115.4","","61.0","","164.6","","19","","26","","106",""
"1982-01","1982","01","-3.0","","-13.4","","-8.2","","10.1","","-25.0","","38.3","","140.9","","145.0","","41","","15","S","128","S"
"1982-02","1982","02","-1.2","","-10.7","","-6.0","","11.9","","-18.8","","39.5","","45.9","","74.5","","17","","27","","106","E"
"1982-03","1982","03","4.5","","-6.4","","-1.0","","13.7","","-25.2","","46.8","","27.8","","70.4","","0","T","16","","98","E"
"1982-04","1982","04","10.0","","-1.0","","4.5","","22.6","","-6.6","","97.5","","24.8","","118.8","","0","","13","","94",""
"1982-05","1982","05","16.3","","3.2","","9.8","","27.3","","-2.9","","48.3","","0.0","","48.3","","0","","3","S","59","S"
"1982-06","1982","06","20.6","","8.3","","14.5","","26.2","","1.0","","108.0","","0.0","","108.0","","0","","20","","74",""
"1982-07","1982","07","26.1","","12.5","","19.3","","33.4","","4.6","","74.9","","0.0","","74.9","","0","","24","","78",""
"1982-08","1982","08","22.4","","10.8","","16.6","","29.1","","2.5","","51.5","","0.0","","51.5","","0","","16","","67",""
"1982-09","1982","09","20.6","","8.4","","14.5","","26.7","","0.9","","80.0","","0.0","","80.0","","0","","24","","67",""
"1982-10","1982","10","13.8","","1.9","","7.9","","21.6","","-6.3","","36.2","","0.0","T","36.2","","0","","35","","74",""
"1982-11","1982","11","10.0","","0.4","","5.2","","23.0","","-9.1","","99.3","","0.6","","99.9","","0","","26","","98",""
"1982-12","1982","12","4.6","","-5.3","","-0.4","","17.9","","-18.4","","46.0","","59.5","","94.0","","0","","27","","106",""
"1983-01","1983","01","0.8","","-8.1","","-3.7","","14.6","","-17.7","","47.2","","45.4","","83.5","","0","","13","","98",""
"1983-02","1983","02","0.0","","-10.2","","-5.1","","12.6","","-21.9","","11.6","","80.9","","75.4","","39","","36","","83",""
"1983-03","1983","03","4.7","","-3.5","","0.6","","15.3","","-14.6","","95.0","","13.0","","105.1","","4","","13","","94",""
"1983-04","1983","04","11.3","","1.4","","6.4","","25.8","","-7.3","","58.3","","8.4","","66.7","","0","","14","S","85","S"
"1983-05","1983","05","16.3","","5.9","","11.1","","22.3","","-2.3","","155.0","","0.4","","155.4","","0","","23","","89",""
"1983-06","1983","06","22.9","","9.0","","16.0","","33.1","","3.2","","47.2","","0.0","","47.2","","0","","13","S","48","S"
"1983-07","1983","07","25.4","","12.5","","19.0","","32.5","","6.6","","94.9","","0.0","","94.9","","0","","5","","78",""
"1983-08","1983","08","24.6","","12.7","","18.7","","30.7","","6.8","","120.1","","0.0","","120.1","","0","","27","","69",""
"1983-09","1983","09","22.9","","9.0","","16.0","","31.1","","0.8","S","34.6","","0.0","","34.6","","0","","18","","70",""
"1983-10","1983","10","14.5","","3.4","","9.0","","23.9","","-3.8","","51.1","","0.0","T","51.1","","0","","27","","80",""
"1983-11","1983","11","9.0","","-0.3","","4.4","","16.5","","-6.2","","83.3","","1.4","","84.7","","0","","25","","94",""
"1983-12","1983","12","2.7","","-7.3","","-2.3","","16.1","","-20.6","","71.6","","73.2","","121.7","","5","","17","","100",""
"1984-01","1984","01","-1.0","","-11.0","","-6.0","","8.6","","-22.5","","40.5","","68.2","","97.3","","2","","28","","102",""
"1984-02","1984","02","3.9","","-5.6","","-0.9","","15.9","","-21.3","","70.4","","35.4","","92.3","","3","","22","","78",""
"1984-03","1984","03","2.0","","-5.9","","-2.0","","17.2","","-18.8","","66.6","","48.2","","95.1","","8","","6","","94",""
"1984-04","1984","04","9.9","","-0.9","","4.5","","21.7","","-7.7","","51.9","","31.8","","80.5","","0","","14","","78",""
"1984-05","1984","05","17.3","","5.3","","11.3","","27.5","","-0.6","","90.2","","0.0","","90.2","","0","","15","S","93","S"
"1984-06","1984","06","22.2","","9.6","","15.9","","33.3","","0.5","","113.2","","0.0","","113.2","","0","","11","","89",""
"1984-07","1984","07","26.9","","14.4","","20.7","","31.3","","9.4","","85.2","","0.0","","85.2","","0","","25","","85",""
"1984-08","1984","08","26.5","","14.5","","20.5","","32.8","","6.3","","149.3","","0.0","","149.3","","0","","26","","48",""
"1984-09","1984","09","19.3","","6.7","","13.0","","26.3","","0.2","","109.1","","0.0","","109.1","","0","","24","","70",""
"1984-10","1984","10","13.6","","3.3","","8.5","","20.1","","-3.6","","44.6","","0.0","T","44.6","","0","","27","S","72","S"
"1984-11","1984","11","8.9","","-0.5","","4.2","","19.5","","-8.6","","25.9","","9.2","","32.9","","0","","26","","83",""
"1984-12","1984","12","4.6","","-5.4","","-0.4","","11.4","","-18.3","","49.2","","29.6","","77.8","","0","","30","","106",""
"1985-01","1985","01","-4.2","","-12.6","","-8.4","","2.0","","-18.0","","3.9","","87.8","","56.4","","30","","29","","83",""
"1985-02","1985","02","0.3","","-9.4","","-4.6","","8.6","","-25.4","","52.6","","42.8","","87.0","","4","","12","","93",""
"1985-03","1985","03","3.6","","-6.9","","-1.7","","12.9","","-20.1","","54.7","","29.8","","81.0","","0","T","14","","104",""
"1985-04","1985","04","9.6","","-1.8","","3.9","","18.6","","-9.4","","28.4","","31.7","","61.9","","0","","30","","102",""
"1985-05","1985","05","16.4","","3.8","","10.1","","23.6","","-2.0","","111.1","","11.2","","132.3","","0","","26","","70",""
"1985-06","1985","06","20.3","","9.3","","14.8","","24.9","","2.7","","156.5","","0.0","","156.5","","0","","20","","72",""
"1985-07","1985","07","26.1","","13.1","","19.6","","30.2","","7.2","","63.6","","0.0","","63.6","","0","","20","","65",""
"1985-08","1985","08","23.5","","11.5","","17.5","","31.2","","5.6","","118.2","","0.0","","118.2","","0","","7","","57",""
"1985-09","1985","09","21.0","","7.7","","14.4","","28.8","","2.4","","16.0","","0.0","","16.0","","0","","20","","81",""
"1985-10","1985","10","14.0","","3.0","","8.5","","25.5","","-4.5","","60.9","","0.0","T","60.9","","0","","29","","76",""
"1985-11","1985","11","6.7","","-0.6","","3.1","","15.5","","-9.8","","80.1","","13.2","","98.5","","0","T","15","","74",""
"1985-12","1985","12","0.1","","-10.5","","-5.2","","14.6","","-17.8","","12.6","","64.2","","52.0","","12","","25","","104",""
"1986-01","1986","01","1.8","","-9.8","","-4.0","","14.2","","-20.9","","82.9","","66.6","","126.9","","16","","28","","104",""
"1986-02","1986","02","-2.0","","-10.6","","-6.3","","5.5","","-20.9","","0.2","","98.6","","76.5","","54","","31","","89",""
"1986-03","1986","03","4.7","","-7.5","","-1.4","","23.9","","-16.9","","110.2","","57.4","","150.0","","0","T","18","S","109","S"
"1986-04","1986","04","12.1","","1.3","","6.7","","21.5","","-8.4","","80.0","","7.2","","87.6","","0","","14","","74",""
"1986-05","1986","05","17.2","","4.1","","10.7","","30.2","","-4.4","","98.7","","0.0","T","98.7","","0","","7","","93",""
"1986-06","1986","06","21.1","","8.6","","14.9","","29.0","","1.7","","97.6","","0.0","","97.6","","0","","23","S","89","S"
"1986-07","1986","07","23.3","","11.9","","17.6","","33.1","","7.0","","184.9","","0.0","","184.9","","0","","26","","85",""
"1986-08","1986","08","22.4","","11.4","","16.9","","28.4","","1.9","","80.0","","0.0","","80.0","","0","","15","","85",""
"1986-09","1986","09","17.7","","5.7","","11.7","","24.8","S","0.1","","127.6","","0.0","","127.6","","0","","29","S","74","S"
"1986-10","1986","10","12.8","","1.8","","7.3","","20.4","","-5.6","","62.1","","0.0","T","62.1","","0","","26","","80",""
"1986-11","1986","11","6.4","","-4.2","","1.1","","18.6","","-11.3","","64.6","","24.9","","87.1","","0","","34","","89",""
"1986-12","1986","12","2.4","","-7.6","","-2.6","","14.2","","-17.7","","45.6","","16.3","","60.9","","1","","16","","107",""
"1987-01","1987","01","-1.8","","-12.2","","-7.0","","8.0","","-25.4","","16.6","","114.2","","115.7","","43","","13","","122",""
"1987-02","1987","02","-3.0","","-11.5","","-7.3","","4.6","","-21.6","","0.0","","48.3","","40.8","","47","","29","","98",""
"1987-03","1987","03","3.2","","-7.5","","-2.2","","16.7","","-25.7","","31.0","","66.2","","84.9","","4","","14","","91",""
"1987-04","1987","04","13.1","","1.2","","7.2","","23.9","","-4.0","","46.6","","3.8","","49.2","","0","","15","","87",""
"1987-05","1987","05","17.8","","4.5","","11.2","","27.2","","-2.8","","65.7","","0.0","T","65.7","","0","","26","S","98","S"
"1987-06","1987","06","21.6","","8.8","","15.2","","28.2","","4.1","","103.0","","0.0","","103.0","","0","","27","","72",""
"1987-07","1987","07","25.2","","13.0","","19.1","","29.9","","5.4","","64.2","","0.0","","64.2","","0","","27","","76",""
"1987-08","1987","08","24.5","","10.8","","17.7","","34.4","","2.9","","40.8","","0.0","","40.8","","0","","24","","83",""
"1987-09","1987","09","19.5","","9.6","","14.6","","27.2","","-0.5","","151.2","","0.0","","151.2","","0","","23","","72",""
"1987-10","1987","10","14.8","","2.8","","8.8","","22.0","","-3.5","","141.4","","0.0","T","141.4","","0","","17","","72",""
"1987-11","1987","11","6.3","","-2.9","","1.7","","19.5","","-12.2","","47.8","","45.4","","87.3","","10","","6","","83",""
"1987-12","1987","12","0.6","","-5.7","","-2.6","","14.6","","-18.4","","33.1","","105.6","","114.3","","35","","12","","93",""
"1988-01","1988","01","-0.3","","-10.7","","-5.5","","11.5","","-26.4","","25.8","","59.6","","65.4","","22","","29","S","96","S"
"1988-02","1988","02","1.3","","-11.9","","-5.3","","13.6","","-24.5","","93.6","","51.5","","142.1","","2","","15","","102",""
"1988-03","1988","03","4.5","","-4.9","","-0.2","","19.3","","-14.2","","17.6","","22.4","","37.2","","0","","29","","106",""
"1988-04","1988","04","8.6","","0.2","","4.4","","17.9","","-7.4","","86.9","","13.5","","100.8","","0","","4","S","81","S"
"1988-05","1988","05","18.7","","5.4","","12.1","","28.9","","-0.7","","56.1","","1.2","","57.3","","0","","35","S","74","S"
"1988-06","1988","06","20.9","","8.5","","14.7","","33.7","","2.3","","73.6","","0.0","","73.6","","0","","22","","57",""
"1988-07","1988","07","25.6","","14.2","","19.9","","33.4","","5.5","","178.9","","0.0","","178.9","","0","","28","","56",""
"1988-08","1988","08","25.5","","14.1","","19.8","","32.2","","4.0","","58.1","","0.0","","58.1","","0","","12","","70",""
"1988-09","1988","09","18.0","","6.7","","12.4","","24.6","","-0.4","","41.2","","0.0","","41.2","","0","","13","S","70","S"
"1988-10","1988","10","12.3","","2.5","","7.4","","24.7","","-5.3","","115.0","","0.4","","115.8","","0","T","11","","67",""
"1988-11","1988","11","9.3","","0.8","","5.1","","20.6","","-6.9","","164.8","","3.8","","166.8","","0","","25","","89",""
"1988-12","1988","12","0.5","","-8.6","","-4.1","","11.1","","-22.1","","32.6","","64.9","","68.1","","2","","24","S","76","S"
"1989-01","1989","01","0.8","","-10.3","","-4.8","","10.4","","-24.4","","38.3","","47.1","","72.0","","0","T","30","","96",""
"1989-02","1989","02","-0.9","","-11.6","","-6.3","","15.7","","-18.6","S","57.2","","86.4","","119.7","","18","","19","","106",""
"1989-03","1989","03","2.9","","-9.5","","-3.3","","18.1","","-23.5","","74.6","","44.2","","113.9","","10","","24","","93",""
"1989-04","1989","04","9.6","","-0.3","","4.7","","20.7","","-4.8","S","49.7","","6.2","","55.7","","0","","20","","130",""
"1989-05","1989","05","21.0","","8.0","","14.5","","27.1","","0.2","","50.4","","0.0","","50.4","","0","","23","","74",""
"1989-06","1989","06","22.0","","11.3","","16.7","","29.6","","5.5","","103.3","","0.0","","103.3","","0","","10","","63",""
"1989-07","1989","07","24.9","","11.8","","18.4","","33.0","","6.4","S","75.9","","0.0","","75.9","","0","","28","","54",""
"1989-08","1989","08","25.2","","13.1","","19.2","","31.3","","5.1","","61.5","","0.0","","61.5","","0","","27","","69",""
"1989-09","1989","09","20.9","","7.9","","14.4","","30.9","","0.7","","119.9","","0.0","","119.9","","0","","21","","80",""
"1989-10","1989","10","13.9","","1.9","","7.9","","22.8","","-3.4","","59.3","","0.6","","59.9","","0","","26","","59",""
"1989-11","1989","11","7.2","","-1.9","","2.7","","20.6","","-13.8","","124.0","","53.2","","166.6","","7","","16","","81",""
"1989-12","1989","12","-4.8","","-13.1","","-9.0","","4.7","","-24.0","","19.8","","124.2","","70.3","","25","","28","","81",""
"1990-01","1990","01","2.4","","-6.6","","-2.1","","18.4","","-15.0","","48.8","","43.4","","90.9","","17","","29","","96",""
"1990-02","1990","02","0.3","","-12.2","","-6.0","","12.7","","-25.4","","84.8","","61.6","","136.6","","25","","28","","83",""
"1990-03","1990","03","4.6","","-6.0","","-0.7","","18.2","","-19.5","","38.6","","26.0","","59.8","","11","","26","","106",""
"1990-04","1990","04","10.6","","0.5","","5.6","","25.2","","-4.6","S","130.8","","15.8","","142.2","","0","","20","","74",""
"1990-05","1990","05","14.8","","3.9","","9.4","","24.6","S","-1.0","","186.8","","0.2","","187.0","","0","","17","","78",""
"1990-06","1990","06","23.5","","11.5","","17.5","","30.3","","4.0","","62.4","","0.0","","62.4","","0","","22","","85",""
"1990-07","1990","07","26.5","","14.4","","20.5","","32.1","","7.7","","91.0","","0.0","","91.0","","0","","26","","63",""
"1990-08","1990","08","26.7","","13.5","","20.1","","31.2","S","3.5","","65.0","","0.0","","65.0","","0","","29","","56",""
"1990-09","1990","09","20.0","","7.0","","13.5","","27.9","","0.9","","64.3","","0.0","","64.3","","0","","15","","65",""
"1990-10","1990","10","15.7","","6.3","","11.0","","26.3","","-3.0","","122.4","","0.0","T","122.4","","0","","22","","96",""
"1990-11","1990","11","8.1","","0.5","","4.3","","19.9","","-4.5","","129.0","","6.2","","134.8","","0","","26","","104",""
"1990-12","1990","12","6.1","","-4.5","","0.8","","18.1","","-12.7","","179.8","","8.2","","187.0","","0","T","21","","100",""
"1991-01","1991","01","-1.8","","-12.4","","-7.1","","6.8","","-21.6","","50.2","","65.9","","97.3","","5","","30","","74",""
"1991-02","1991","02","1.4","","-8.8","","-3.7","","10.7","","-16.8","S","23.9","","35.0","","40.9","","6","","26","","93",""
"1991-03","1991","03","5.4","","-4.5","","0.4","","16.0","","-12.5","","49.9","","71.5","","99.5","","5","","1","","85",""
"1991-04","1991","04","11.0","","-1.0","","5.0","","19.5","","-5.7","S","66.6","","17.2","","80.6","","0","","11","","70",""
"1991-05","1991","05","18.6","","4.1","","11.4","","27.7","","-3.3","","99.1","","0.6","","99.7","","0","","17","","78",""
"1991-06","1991","06","22.7","","9.2","","16.0","","31.0","","4.1","","28.6","","0.0","","28.6","","0","","25","","78",""
"1991-07","1991","07","26.2","","12.8","","19.6","","34.3","","6.8","","87.6","","0.0","","87.6","","0","","25","","78",""
"1991-08","1991","08","25.1","","13.9","","19.5","","31.0","","4.5","","165.1","","0.0","","165.1","","0","","20","","89",""
"1991-09","1991","09","19.0","","8.4","","13.7","","27.7","","0.5","","151.2","","0.0","","151.2","","0","","19","","83",""
"1991-10","1991","10","15.2","","5.2","","10.2","","22.5","","-1.4","","77.8","","2.6","","80.4","","0","","3","","93",""
"1991-11","1991","11","9.0","","1.8","","5.4","","19.3","","-6.5","","161.8","","2.6","","163.8","","0","","21","","70",""
"1991-12","1991","12","1.4","","-9.1","","-3.9","","14.9","","-16.3","","40.8","","83.0","","89.9","","19","","4","","76",""
"1992-01","1992","01","-1.1","","-11.2","","-6.1","","12.5","","-22.3","","59.8","","51.2","","89.0","","1","","29","","89",""
"1992-02","1992","02","-1.2","","-11.9","","-6.5","","8.4","","-25.3","","42.6","","106.8","","119.3","","18","","2","","100",""
"1992-03","1992","03","2.0","","-8.3","","-3.1","","10.6","","-19.0","","70.4","","15.8","","77.1","","0","","15","","93",""
"1992-04","1992","04","8.0","","-1.4","","3.3","","18.9","","-6.2","","21.6","","18.1","","36.0","","0","","2","","80",""
"1992-05","1992","05","17.5","","3.2","","10.4","","33.8","","-2.4","","42.6","","8.6","","50.4","","0","","6","","50",""
"1992-06","1992","06","22.5","","9.5","","16.1","","28.2","","2.5","","71.7","","0.0","","71.7","","0","","25","","70",""
"1992-07","1992","07","22.7","","10.5","","16.6","","28.3","","4.5","","63.6","","0.0","","63.6","","0","","27","","57",""
"1992-08","1992","08","24.9","","12.0","","18.4","","30.1","","7.1","","58.1","","0.0","","58.1","","0","","28","","65",""
"1992-09","1992","09","21.2","","7.9","","14.6","","27.8","","-1.5","","72.7","","0.0","","72.7","","0","","29","","59",""
"1992-10","1992","10","13.3","","2.2","","7.8","","21.3","","-3.4","","71.2","","0.0","T","71.2","","0","","2","","76",""
"1992-11","1992","11","6.0","","-2.7","","1.6","","17.2","","-13.7","","106.1","","25.6","","124.7","","0","","18","","89",""
"1992-12","1992","12","2.0","","-6.7","","-2.4","","11.5","","-18.5","","43.4","","57.6","","85.0","","6","","28","","83",""
"1993-01","1993","01","-1.5","","-11.9","","-6.7","","14.9","","-24.4","","44.4","","45.6","","76.6","","25","","27","","87",""
"1993-02","1993","02","-3.3","","-16.5","","-9.9","","11.0","","-35.5","","34.6","","82.6","","83.3","","20","","24","S","78","S"
"1993-03","1993","03","3.6","","-8.7","","-2.6","","17.3","","-20.7","","28.0","","107.6","","107.2","","0","T","21","","115",""
"1993-04","1993","04","11.1","","-0.2","","5.5","","23.0","","-6.8","","28.7","","32.4","","63.1","","0","","15","S","70","S"
"1993-05","1993","05","16.8","","5.1","","11.0","","23.4","","-1.5","","93.0","","0.0","","93.0","","0","","27","","63",""
"1993-06","1993","06","21.2","","8.5","","14.9","","31.3","","2.5","","102.2","","0.0","","102.2","","0","","15","","72",""
"1993-07","1993","07","24.8","","13.0","","19.0","","30.6","","5.7","","62.6","","0.0","","62.6","","0","","1","","61",""
"1993-08","1993","08","26.1","","11.9","","19.0","","33.6","","4.0","","68.0","","0.0","","68.0","","0","","25","","59",""
"1993-09","1993","09","20.5","","8.1","","14.3","","29.1","","-0.6","","79.2","","0.0","","79.2","","0","","19","","87",""
